Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Publisher,ISSN,ISBN,CODEN,DOI,PubMed ID,Abbreviated Source Title,Document Type,Source
"Kobor M.S., Venkatasubrahmanyam S., Meneghini M.D., Gin J.W., Jennings J.L., Link A.J., Madhani H.D., Rine J.",A protein complex containing the conserved Swi2/Snf2-related ATPase Swr1p deposits histone variant H2A.Z into euchromatin,2004,PLoS Biology,2,5,,,,,215,http://www.scopus.com/inward/record.url?eid=2-s2.0-19344372948&partnerID=40&md5=80f7df341b661c4b3200830f70e56b99,,15449173,,PBLIB,10.1371/journal.pbio.0020131,15045029,PLoS Biology,Article,Scopus
"Hubank M., Bryntesson F., Regan J., Schatz D.G.",Cloning of apoptosis-related genes by representational difference analysis of cDNA.,2004,"Methods in molecular biology (Clifton, N.J.)",282,,,255,273,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-4544281977&partnerID=40&md5=e2447706df629595612c1862770ac706,,10643745,,,,15105570,"Methods in molecular biology (Clifton, N.J.)",Article,Scopus
"Maxwell C.A., Rasmussen E., Zhan F., Keats J.J., Adamia S., Strachan E., Crainie M., Walker R., Belch A.R., Pilarski L.M., Barlogie B., Shaughnessy Jr. J., Reiman T.",RHAMM expression and isoform balance predict aggressive disease and poor survival in multiple myeloma,2004,Blood,104,4,,1151,1158,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-3843096002&partnerID=40&md5=77c8b87fbddaeb933bb136b02faea6d2,,64971,,BLOOA,10.1182/blood-2003-11-4079,15105292,Blood,Article,Scopus
"Kaur S., Norkina O., Ziemer D., Samuelson L.C., De Lisle R.C.",Acidic duodenal pH alters gene expression in the cystic fibrosis mouse pancreas,2004,American Journal of Physiology - Gastrointestinal and Liver Physiology,287,2 50-2,,,,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-3242708620&partnerID=40&md5=5816f3cf3d669df7a58770c109b9a7de,,1931857,,APGPD,10.1152/ajpgi.00035.2004,15064229,American Journal of Physiology - Gastrointestinal and Liver Physiology,Article,Scopus
"Jessen K.A., Liu S.Y., Tepper C.G., Karrim J., McGoldrick E.T., Rosner A., Munn R.J., Young L.J., Borowsky A.D., Cardiff R.D., Gregg J.P.",Molecular analysis of metastasis in a polyomavirus middle T mouse model: the role of osteopontin.,2004,Breast cancer research : BCR,6,3,,,,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-3142714352&partnerID=40&md5=e245894e0fb0b7a2752e4129215dc2d0,,1465542X,,,,15084239,Breast cancer research : BCR,Article,Scopus
"Borczuk A.C., Shah L., Pearson G.D.N., Walter K.L., Wang L., Austin J.H.M., Friedman R.A., Powell C.A.",Molecular signatures in biopsy specimens of lung cancer,2004,American Journal of Respiratory and Critical Care Medicine,170,2,,167,174,,37,http://www.scopus.com/inward/record.url?eid=2-s2.0-3142720264&partnerID=40&md5=4c94137b58c3a45efc8c891fe9ad571f,,30805,,AJCME,,15087295,American Journal of Respiratory and Critical Care Medicine,Article,Scopus
"Wang G., Chuang L., Zhang X., Colton S., Dombkowski A., Reiners J., Diakiw A., Xu X.S.",The initiative role of XPC protein in cisplatin DNA damaging treatment-mediated cell cycle regulation,2004,Nucleic Acids Research,32,7,,2231,2240,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-2342588055&partnerID=40&md5=0df77b46faf7b68b4199ddb0d8f8904b,,3051048,,NARHA,10.1093/nar/gkh541,15107491,Nucleic Acids Research,Article,Scopus
"Sadlier D.M., Connolly S.B., Kieran N.E., Roxburgh S., Brazil D.P., Kairaitis L., Wang Y., Harris D.C.H., Doran P., Brady H.R.",Sequential extracellular matrix-focused and baited-global cluster analysis of serial transcriptomic profiles identifies candidate modulators of renal tubulointerstitial fibrosis in murine adriamycin-induced nephropathy,2004,Journal of Biological Chemistry,279,28,,29670,29680,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-3142676670&partnerID=40&md5=7505aa13aee4fb8aeaee9ea158f04692,,219258,,JBCHA,10.1074/jbc.M313408200,15033991,Journal of Biological Chemistry,Article,Scopus
"Galbraith D.W., Elumalai R., Gong F.C.",Integrative flow cytometric and microarray approaches for use in transcriptional profiling.,2004,"Methods in molecular biology (Clifton, N.J.)",263,,,259,280,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042534439&partnerID=40&md5=aa464e1a970716580c9fe258de4bbf71,,10643745,,,,14976371,"Methods in molecular biology (Clifton, N.J.)",Article,Scopus
"Griffin J.L., Bonney S.A., Mann C., Hebbachi A.M., Gibbons G.F., Nicholson J.K., Shoulders C.C., Scott J.",An integrated reverse functional genomic and metabolic approach to understanding orotic acid-induced fatty liver,2004,Physiological Genomics,17,,,140,149,,41,http://www.scopus.com/inward/record.url?eid=2-s2.0-3142661160&partnerID=40&md5=7886714dda3df2943ffa57ca4357b772,,15312267,,PHGEF,10.1152/physiolgenomics.00158.2003,14747661,Physiological Genomics,Article,Scopus
"Jison M.L., Munson P.J., Barb J.J., Suffredini A.F., Talwar S., Logun C., Raghavachari N., Beigel J.H., Shelhamer J.H., Danner R.L., Gladwin M.T.","Blood mononuclear cell gene expression profiles characterize the oxidant, hemolytic, and inflammatory stress of sickle cell disease",2004,Blood,104,1,,270,280,,67,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042799335&partnerID=40&md5=b3d967cf480067702e322f7a95ab4abd,,64971,,BLOOA,10.1182/blood-2003-08-2760,15031206,Blood,Article,Scopus
"Vanhentenrijk V., De Wolf-Peeters C., Wlodarska I.",Comparative expressed sequence hybridization studies of hairy cell leukemia show uniform expression profile and imprint of spleen signature,2004,Blood,104,1,,250,255,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042789997&partnerID=40&md5=f17481fdc6390e8969998e46faa1a4f5,,64971,,BLOOA,10.1182/blood-2004-01-0181,15016649,Blood,Article,Scopus
"Adachi J., Mori Y., Matsui S., Matsuda T.","Comparison of gene expression patterns between 2,37,8-tetrachlorodibenzo-p-dioxin and a natural arylhydrocarbon receptor ligand, indirubin",2004,Toxicological Sciences,80,1,,161,169,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-3242795083&partnerID=40&md5=dcfa8804a0ccf18efd6bd6c231abd94a,,10966080,,TOSCF,10.1093/toxsci/kfh129,15056799,Toxicological Sciences,Article,Scopus
"van Delft J.H.M., van Agen E., van Breda S.G.J., Herwijnen M.H., Staal Y.C.M., Kleinjans J.C.S.",Discrimination of genotoxic from non-genotoxic carcinogens by gene expression profiling,2004,Carcinogenesis,25,7,,1265,1276,,41,http://www.scopus.com/inward/record.url?eid=2-s2.0-3242791873&partnerID=40&md5=6dd3ec4f46f4076abd3a343fcfe37633,,1433334,,CRNGD,10.1093/carcin/bgh108,14963013,Carcinogenesis,Review,Scopus
"Yang P., Agapova O., Parker A., Shannon W., Pecen P., Duncan J., Salvador-Silva M., Hernandez M.R.",DNA microarray analysis of gene expression in human optic nerve head astrocytes in response to hydrostatic pressure,2004,Physiological Genomics,17,,,157,169,,32,http://www.scopus.com/inward/record.url?eid=2-s2.0-3843102402&partnerID=40&md5=69ef53e7f29c37441d4ee1dd90b7bd02,,15312267,,PHGEF,10.1152/physiolgenomics.00182.2003,14747662,Physiological Genomics,Article,Scopus
"Hesser B.A., Liang X.H., Camenisch G., Yang S., Lewin D.A., Scheller R., Ferrara N., Gerber H.-P.","Down syndrome critical region protein 1 (DSCR1), a novel VEGF target gene that regulates expression of inflammatory markers on activated endothelial cells",2004,Blood,104,1,,149,158,,64,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042753820&partnerID=40&md5=323a9e9a897b529e07c704d9e74cc7f7,,64971,,BLOOA,10.1182/blood-2004-01-0273,15016650,Blood,Article,Scopus
"Morrison J., Knoll K., Hessner M.J., Liang M.",Effect of high glucose on gene expression in mesangial cells: Upregulation of the thiol pathway is an adaptational response,2004,Physiological Genomics,17,,,271,282,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042808652&partnerID=40&md5=c816a4d1d866ccbdd002b4482804232b,,15312267,,PHGEF,10.1152/physiolgenomics.00031.2004,15039483,Physiological Genomics,Article,Scopus
"Lee S., Kim S.-Y., Chung E., Joung Y.-H., Pai H.-S., Hur C.-G., Choi D.",EST and microarray analyses of pathogen-responsive genes in hot pepper (Capsicum annuum L.) non-host resistance against soybean pustule pathogen (Xanthomonas axonopodis pv. glycines),2004,Functional and Integrative Genomics,4,3,,196,205,,33,http://www.scopus.com/inward/record.url?eid=2-s2.0-11844292373&partnerID=40&md5=c9b6b23ab6827684b4a9be74d5636a07,,1438793X,,FIGUB,10.1007/s10142-003-0099-1,14760538,Functional and Integrative Genomics,Article,Scopus
"Sparmann G., Hohenadl C., Tornoe J., Jaster R., Fitzner B., Koczan D., Thiesen H.-J., Glass A., Winder D., Liebe S., Emmrich J.",Generation and characterization of immortalized rat pancreatic stellate cells,2004,American Journal of Physiology - Gastrointestinal and Liver Physiology,287,1 50-1,,,,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042599447&partnerID=40&md5=e346fda811dfe2e0c0ff710f874b6c85,,1931857,,APGPD,10.1152/ajpgi.00347.2003,14977634,American Journal of Physiology - Gastrointestinal and Liver Physiology,Article,Scopus
"Hu R., Hebbar V., Kim B.-R., Chen C., Winnik B., Buckley B., Soteropoulos P., Tolias P., Hart R.P., Kong A.-N.T.",In vivo pharmacokinetics and regulation of gene expression profiles by isothiocyanate sulforaphane in the rat,2004,Journal of Pharmacology and Experimental Therapeutics,310,1,,263,271,,62,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042688047&partnerID=40&md5=6bf73b4284e32ef669f97942e97b7526,,223565,,JPETA,10.1124/jpet.103.064261,14988420,Journal of Pharmacology and Experimental Therapeutics,Article,Scopus
"Csiszar A., Ungvari Z., Koller A., Edwards J.G., Kaley G.",Proinflammatory phenotype of coronary arteries promotes endothelial apoptosis in aging,2004,Physiological Genomics,17,,,21,30,,54,http://www.scopus.com/inward/record.url?eid=2-s2.0-1842509760&partnerID=40&md5=8f0b7249e6cfc9abfa1c094db5ea3ba9,,15312267,,PHGEF,10.1152/physiolgenomics.00136.2003,15020720,Physiological Genomics,Article,Scopus
"Mutch D.M., Anderle P., Fiaux M., Mansourian R., Vidal K., Wahli W., Williamson G., Roberts M.-A.",Regional variations in ABC transporter expression along the mouse intestinal tract,2004,Physiological Genomics,17,,,11,20,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942575568&partnerID=40&md5=8bc87102804060c8959fa51674d91ea5,,15312267,,PHGEF,10.1152/physiolgenomics.00150.2003,14679303,Physiological Genomics,Article,Scopus
"Pan J.Z., Jornsten R., Hart R.P.",Screening anti-inflammatory compounds in injured spinal cord with microarrays: A comparison of bioinformatics analysis approaches,2004,Physiological Genomics,17,,,201,214,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-3843141995&partnerID=40&md5=f3f7d2d5c4383b27cde69012fbcb1389,,15312267,,PHGEF,10.1152/physiolgenomics.00177.2003,14970362,Physiological Genomics,Article,Scopus
"Fazeli A., Affara N.A., Hubank M., Holt W.V.",Sperm-induced modification of the oviductal gene expression profile after natural insemination in mice,2004,Biology of Reproduction,71,1,,60,65,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-3142721885&partnerID=40&md5=23d10d8dbf0b192c6f338544041c1d9b,,63363,,BIREB,10.1095/biolreprod.103.026815,14973272,Biology of Reproduction,Article,Scopus
"Boverhof D.R., Fertuck K.C., Burgoon L.D., Eckel J.E., Gennings C., Zacharewski T.R.",Temporal- and dose-dependent hepatic gene expression changes in immature ovariectomized mice following exposure to ethynyl estradiol,2004,Carcinogenesis,25,7,,1277,1291,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-3242778662&partnerID=40&md5=4bc47a6b4c617bac42ff2553df92a3e9,,1433334,,CRNGD,10.1093/carcin/bgh114,14976129,Carcinogenesis,Review,Scopus
"Tian J., Ishibashi K., Handa J.T.",The expression of native and cultured RPE grown on different matrices,2004,Physiological Genomics,17,,,170,182,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-3142750597&partnerID=40&md5=d0a87993561aa37751b91c381fd06872,,15312267,,PHGEF,10.1152/physiolgenomics.00179.2003,14982971,Physiological Genomics,Article,Scopus
"Shima J.E., McLean D.J., McCarrey J.R., Griswold M.D.",The murine testicular transcriptome: Characterizing gene expression in the testis during the progression of spermatogenesis,2004,Biology of Reproduction,71,1,,319,330,,144,http://www.scopus.com/inward/record.url?eid=2-s2.0-3142769033&partnerID=40&md5=1b3f752a06b587ee09fc5f942426f72b,,63363,,BIREB,10.1095/biolreprod.103.026880,15028632,Biology of Reproduction,Article,Scopus
"Schulze A., Nicke B., Warne P.H., Tomlinson S., Downward J.",The transcriptional response to Raf activation is almost completely dependent on mitogen-activated protein kinase kinase activity and shows a major autocrine component,2004,Molecular Biology of the Cell,15,7,,3450,3463,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042848454&partnerID=40&md5=1420405750677fd876e6f79b7fc5b997,,10591524,,MBCEE,10.1091/mbc.E03-11-0807,15090615,Molecular Biology of the Cell,Article,Scopus
"Stossi F., Barnett D.H., Frasor J., Komm B., Lyttle C.R., Katzenellenbogen B.S.",Transcriptional profiling of estrogen-regulated gene expression via estrogen receptor (ER) α or ERβ in human osteosarcoma cells: Distinct and common target genes for these receptors,2004,Endocrinology,145,7,,3473,3486,,87,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042681155&partnerID=40&md5=86ea32fdba6105cd3e3529387ca353ea,,137227,,ENDOA,10.1210/en.2003-1682,15033914,Endocrinology,Article,Scopus
"Smirnova I.V., Sawamura T., Goligorsky M.S.",Upregulation of lectin-like oxidized low-density lipoprotein receptor-1 (LOX-1) in endothelial cells by nitric oxide deficiency,2004,American Journal of Physiology - Renal Physiology,287,1 56-1,,,,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942653251&partnerID=40&md5=ecbb0083fdaa00b1a41bd40d2cd3cf55,,3636127,,AJPPF,10.1152/ajprenal.00449.2003,15010359,American Journal of Physiology - Renal Physiology,Article,Scopus
"Arlinde C., Sommer W., Bjork K., Reimers M., Hyytia P., Kiianmaa K., Heilig M.",A cluster of differentially expressed signal transduction genes identified by microarray analysis in a rat genetic model of alcoholism,2004,Pharmacogenomics Journal,4,3,,208,218,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942716700&partnerID=40&md5=d3cf4529b7eec35cb7855451ec0f4306,,1470269X,,PJHOA,10.1038/sj.tpj.6500243,15052257,Pharmacogenomics Journal,Article,Scopus
"Debey S., Schoenbeck U., Hellmich M., Gathof B.S., Pillai R., Zander T., Schultze J.L.","Comparison of different isolation techniques prior gene expression profiling of blood derived cells: Impact on physiological responses, on overall expression and the role of different cell types",2004,Pharmacogenomics Journal,4,3,,193,207,,60,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942735008&partnerID=40&md5=e6d641574c10658297dc9c438a15738a,,1470269X,,PJHOA,10.1038/sj.tpj.6500240,15037859,Pharmacogenomics Journal,Article,Scopus
"Nair V.D., Yuen T., Olanow C.W., Sealfon S.C.",Early single cell bifurcation of pro- and antiapoptotic states during oxidative stress,2004,Journal of Biological Chemistry,279,26,,27494,27501,,51,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042591342&partnerID=40&md5=381601d0fa67e9ff455ac68ab56e1771,,219258,,JBCHA,10.1074/jbc.M312135200,15078887,Journal of Biological Chemistry,Article,Scopus
"Gkika D., Mahieu F., Niliur B., Hoenderop J.G.J., Bindels R.J.M.",80K-H as a new Ca<sup>2+</sup> sensor regulating the activity of the epithelial Ca<sup>2+</sup> channel transient receptors potential cation channel V5 (TRPV5),2004,Journal of Biological Chemistry,279,25,,26351,26357,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942739037&partnerID=40&md5=c80c8808f0385e29a86c027541df237f,,219258,,JBCHA,10.1074/jbc.M403801200,15100231,Journal of Biological Chemistry,Article,Scopus
"Torpey N., Maher S.E., Bothwell A.L.M., Pober J.S.",Interferon α but not interleukin 12 activates STAT4 signaling in human vascular endothelial cells,2004,Journal of Biological Chemistry,279,25,,26789,26796,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942716900&partnerID=40&md5=ac27c58bdee40019584585e746c308e9,,219258,,JBCHA,10.1074/jbc.M401517200,15087447,Journal of Biological Chemistry,Article,Scopus
"Matsuo K., Galson D.L., Zhao C., Peng L., Laplace C., Wang K.Z.Q., Bachler M.A., Amano H., Aburatani H., Ishikawa H., Wagner E.F.",Nuclear factor of activated T-cells (NFAT) rescues osteoclastogenesis in precursors lacking c-Fos,2004,Journal of Biological Chemistry,279,25,,26475,26480,,129,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942731511&partnerID=40&md5=1310af3deb717e779143ab7e65942c20,,219258,,JBCHA,10.1074/jbc.M313973200,15073183,Journal of Biological Chemistry,Article,Scopus
"Johnson M.D., Yu L.-R., Conrads T.P., Kinoshita Y., Uo T., Matthews J.D., Lee S.-W., Smith R.D., Veenstra T.D., Morrison R.S.",Proteome analysis of DNA damage-induced neuronal death using high throughput mass spectrometry,2004,Journal of Biological Chemistry,279,25,,26685,26697,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942752108&partnerID=40&md5=4b21da4984d9c7eb6ce0ad6237cc4fb3,,219258,,JBCHA,10.1074/jbc.M401274200,15060066,Journal of Biological Chemistry,Article,Scopus
"Iwata M., Awaya N., Graf L., Kahl C., Torok-Storb B.","Human marrow stromal cells activate monocytes to secrete osteopontin, which down-regulates Notch1 gene expression in CD34<sup>+</sup> cells",2004,Blood,103,12,,4496,4502,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942584861&partnerID=40&md5=f89b63b4212fb4978b8996b58fa07551,,64971,,BLOOA,10.1182/blood-2004-01-0256,14996707,Blood,Article,Scopus
"Toyoshima Y., Karas M., Yakar S., Dupont J., Helman L., LeRoith D.",TDAG51 mediates the effects of insulin-like growth factor I (IGF-I) on cell survival,2004,Journal of Biological Chemistry,279,24,,25898,25904,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942558369&partnerID=40&md5=558955f21335fd3a392be122f489885f,,219258,,JBCHA,10.1074/jbc.M400661200,15037619,Journal of Biological Chemistry,Article,Scopus
"Brabender J., Marjoram P., Salonga D., Metzger R., Schneider P.M., Park J.M., Schneider S., Holscher A.H., Yin J., Meltzer S.J., Danenberg K.D., Danenberg P.V., Lord R.V.",A multigene expression panel for the molecular diagnosis of Barrett's esophagus and Barrett's adenocarcinoma of the esophagus,2004,Oncogene,23,27,,4780,4788,,34,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942729868&partnerID=40&md5=ac219461a34b1f6e40c8df2d7592a1f1,,9509232,,ONCNE,10.1038/sj.onc.1207663,15107828,Oncogene,Article,Scopus
"Tien E.S., Davis J.W., Vanden Heuvel J.P.",Identification of the CREB-binding protein/p300-interacting protein CITED2 as a peroxisome proliferator-activated receptor α coregulator,2004,Journal of Biological Chemistry,279,23,,24053,24063,,44,http://www.scopus.com/inward/record.url?eid=2-s2.0-2642518857&partnerID=40&md5=ed98d06b48730fe82ddb008a430ad692,,219258,,JBCHA,10.1074/jbc.M401489200,15051727,Journal of Biological Chemistry,Article,Scopus
"Kast-Woelbern H.R., Dana S.L., Cesario R.M., Sun L., De Grandpre L.Y., Brooks M.E., Osburn D.L., Reifel-Miller A., Klausing K., Leibowitz M.D.",Rosiglitazone induction of Insig-1 in white adipose tissue reveals a novel interplay of peroxisome proliferator-activated receptor γ and sterol regulatory element-binding protein in the regulation of adipogenesis,2004,Journal of Biological Chemistry,279,23,,23908,23915,,38,http://www.scopus.com/inward/record.url?eid=2-s2.0-2642546601&partnerID=40&md5=52031d9af8e0557b5487ba6936f9150a,,219258,,JBCHA,10.1074/jbc.M403145200,15073165,Journal of Biological Chemistry,Article,Scopus
"Hatano H., Siegel H.J., Yamagiwa H., Bronk J.T., Turner R.T., Bolander M.E., Sarkar G.","Identification of estrogen-regulated genes during fracture healing, using DNA microarray",2004,Journal of Bone and Mineral Metabolism,22,3,,224,235,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-2442646220&partnerID=40&md5=90af71f2814ce63aadd0be9f7661d0b9,,9148779,,JBMME,10.1007/s00774-003-0482-y,15108064,Journal of Bone and Mineral Metabolism,Article,Scopus
"Clarke L.L., Gawenis L.R., Bradford E.M., Judd L.M., Boyle K.T., Simpson J.E., Shull G.E., Tanabe H., Ouellette A.J., Franklin C.L., Walker N.M.",Abnormal Paneth cell granule dissolution and compromised resistance to bacterial colonization in the intestine of CF mice,2004,American Journal of Physiology - Gastrointestinal and Liver Physiology,286,6 49-6,,,,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-2642541851&partnerID=40&md5=f1405821617b18366c64ccb3934f2270,,1931857,,APGPD,10.1152/ajpgi.00393.2003,14715526,American Journal of Physiology - Gastrointestinal and Liver Physiology,Article,Scopus
"Mikheeva S., Barrier M., Little S.A., Beyer R., Mikheev A.M., Kerr K., Mirkes P.E.",Alterations in gene expression induced in day-9 mouse embryos exposed to hyperthermia (HS) or 4-hydroperoxycyclophosphamide (4CP): Analysis using cDNA microarrays,2004,Toxicological Sciences,79,2,,345,359,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942744822&partnerID=40&md5=dffa016934dac2fbd1286746aca6f1e4,,10966080,,TOSCF,10.1093/toxsci/kfh080,14976350,Toxicological Sciences,Article,Scopus
"Heijne W.H.M., Slitt A.L., van Bladeren P.J., Groten J.P., Klaassen C.D., Stierum R.H., van Ommen B.",Bromobenzene-induced hepatotoxicity at the transcriptome level,2004,Toxicological Sciences,79,2,,411,422,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942750426&partnerID=40&md5=09be1dd4826c89d05e48c7a0517a9f5f,,10966080,,TOSCF,10.1093/toxsci/kfh128,15056800,Toxicological Sciences,Article,Scopus
"Lu S.-J., Li F., Vida L., Honig G.R.",CD34<sup>+</sup>CD38<sup>-</sup> hematopoietic precursors derived from human embryonic stem cells exhibit an embryonic gene expression pattern,2004,Blood,103,11,,4134,4141,,31,http://www.scopus.com/inward/record.url?eid=2-s2.0-2542418035&partnerID=40&md5=0c55c9c5cd20456a9e8295d0d4759b02,,64971,,BLOOA,10.1182/blood-2003-10-3575,14962900,Blood,Article,Scopus
"Jiang Y., Liu J., Waalkes M., Kang Y.J.",Changes in the gene expression associated with carbon tetrachloride-induced liver fibrosis persist after cessation of dosing in mice,2004,Toxicological Sciences,79,2,,404,410,,23,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942706149&partnerID=40&md5=1f4e4346ee899cb27d6c935ce0a8385e,,10966080,,TOSCF,10.1093/toxsci/kfh120,15056808,Toxicological Sciences,Article,Scopus
