Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Publisher,ISSN,ISBN,CODEN,DOI,PubMed ID,Abbreviated Source Title,Document Type,Source
"McKellar C.E., Shatz C.J.",Synaptogenesis in purified cortical subplate neurons,2009,Cerebral Cortex,19,8,,1723,1737,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-67651114075&partnerID=40&md5=36e0957ceecb294ae2926675ab8febb7,,10473211,,CECOE,10.1093/cercor/bhn194,19029062,Cerebral Cortex,Article,Scopus
"Xue L.-J., Zhang J.-J., Xue H.-W.",Characterization and expression profiles of miRNAs in rice seeds,2009,Nucleic Acids Research,37,3,,916,930,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-63349083143&partnerID=40&md5=d716be464df3ed307d235f568faea0f5,,3051048,,NARHA,10.1093/nar/gkn998,19103661,Nucleic Acids Research,Article,Scopus
"Morita K., Saito Y., Sato K., Oka K., Hotta K., Sakakibara Y.",Genome-wide searching with base-pairing kernel functions for noncoding RNAs: Computational and expression analysis of snoRNA families in Caenorhabditis elegans,2009,Nucleic Acids Research,37,3,,999,1009,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-63349094333&partnerID=40&md5=b14bf321cefebf46551b8e50f0781676,,3051048,,NARHA,10.1093/nar/gkn1054,19129214,Nucleic Acids Research,Article,Scopus
"Collet B., Collins C.",Comparative gene expression profile in two Atlantic salmon cell lines TO and SHK-1,2009,Veterinary Immunology and Immunopathology,130,2-Jan,,92,95,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-67349124770&partnerID=40&md5=cd48ff0582df44a9c65a6e2b74aa81eb,,1652427,,VIIMD,10.1016/j.vetimm.2008.12.022,19162334,Veterinary Immunology and Immunopathology,Article,Scopus
"Shukla A., MacPherson M.B., Hillegass J., Ramos-Nino M.E., Alexeeva V., Vacek P.M., Bond J.P., Pass H.I., Steele C., Mossman B.T.",Alterations in gene expression in human mesothelial cells correlate with mineral pathogenicity,2009,American Journal of Respiratory Cell and Molecular Biology,41,1,,114,123,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-67649217824&partnerID=40&md5=957328cf593b6c4e21889fa2744942bd,,10441549,,AJRBE,10.1165/rcmb.2008-0146OC,19097984,American Journal of Respiratory Cell and Molecular Biology,Article,Scopus
"Abel M.H., Baban D., Lee S., Charlton H.M., O'Shaughnessy P.J.",Effects of FSH on testicular mRNA transcript levels in the hypogonadal mouse,2009,Journal of Molecular Endocrinology,42,4,,291,303,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-67449164713&partnerID=40&md5=6d9618d00f0d7aa3b564022201639637,,9525041,,JMLEE,10.1677/JME-08-0107,19136570,Journal of Molecular Endocrinology,Article,Scopus
"Ellestad L.E., Malkiewicz S.A., Guthrie H.D., Welch G.R., Porter T.E.",Expression and regulation of glucocorticoid-induced leucine zipper in the developing anterior pituitary gland,2009,Journal of Molecular Endocrinology,42,2,,171,183,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-64149109479&partnerID=40&md5=82ef31bd539d36b8e3e1e05085f7c896,,9525041,,JMLEE,10.1677/JME-08-0066,19060181,Journal of Molecular Endocrinology,Article,Scopus
"Nguyen M.T., Delaney D.P., Kolon T.F.",Gene expression alterations in cryptorchid males using spermatozoal microarray analysis,2009,Fertility and Sterility,92,1,,182,187,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-67649125104&partnerID=40&md5=d88c048e070f88430d8f06acc7bfafba,,150282,,FESTA,10.1016/j.fertnstert.2008.05.043,18687424,Fertility and Sterility,Article,Scopus
"Simunovic F., Yi M., Wang Y., Macey L., Brown L.T., Krichevsky A.M., Andersen S.L., Stephens R.M., Benes F.M., Sonntag K.C.",Gene expression profiling of substantia nigra dopamine neurons: further insights into Parkinson's disease pathology,2009,Brain,132,7,,1795,1809,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-67650070391&partnerID=40&md5=726f486190285529bde3e353eab253fd,,68950,,BRAIA,10.1093/brain/awn323,19052140,Brain,Article,Scopus
"Misior A.M., Deshpande D.A., Loza M.J., Pascual R.M., Hipp J.D., Penn R.B.",Glucocorticoid- and protein kinase A-dependent transcriptome regulation in airway smooth muscle,2009,American Journal of Respiratory Cell and Molecular Biology,41,1,,24,39,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-67649204035&partnerID=40&md5=03a22fc16459b335cec1a065c61a9d5e,,10441549,,AJRBE,10.1165/rcmb.2008-0266OC,19059887,American Journal of Respiratory Cell and Molecular Biology,Article,Scopus
"Ho C.-L., Teoh S., Teo S.-S., Rahim R.A., Phang S.-M.",Profiling the transcriptome of gracilaria changii (rhodophyta) in response to light deprivation,2009,Marine Biotechnology,11,4,,513,519,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-67349286997&partnerID=40&md5=fc9ed2914ffd350e30ee296541d70a45,,14362228,,MABIF,10.1007/s10126-008-9166-x,19043658,Marine Biotechnology,Article,Scopus
"Engelmann D., Koczan D., Ricken P., Rimpler U., Pahnke J., Li Z., Putzer B.M.",Transcriptome analysis in mouse tumors induced by Ret-MEN2/FMTC mutations reveals subtype-specific role in survival and interference with immune surveillance,2009,Endocrine-Related Cancer,16,1,,211,224,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-65549083449&partnerID=40&md5=20ad66b6d075c3aa479b9e3544ceddfd,,13510088,,ERCAE,10.1677/ERC-08-0158,18984779,Endocrine-Related Cancer,Article,Scopus
"Hagg D.A., Olson F.J., Kjelldahl J., Jernas M., Thelle D.S., Carlsson L.M.S., Fagerberg B., Svensson P.-A.",Expression of chemokine (C-C motif) ligand 18 in human macrophages and atherosclerotic plaques,2009,Atherosclerosis,204,2,,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-67349223943&partnerID=40&md5=0a472167145cd31a71bf76c6f7c32c16,,219150,,ATHSB,10.1016/j.atherosclerosis.2008.10.010,19036375,Atherosclerosis,Article,Scopus
"Li Q., Jimenez-Krassel F., Ireland J.J., Smith G.W.",Gene expression profiling of bovine preovulatory follicles: Gonadotropin surge and prostanoid-dependent up-regulation of genes potentially linked to the ovulatory process,2009,Reproduction,137,2,,297,307,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-62449248279&partnerID=40&md5=e0ab19c7e4e5337dae1910582009f504,,14701626,,RCUKB,10.1530/REP-08-0308,18996975,Reproduction,Article,Scopus
"Dimitrova I.K., Richer J.K., Rudolph M.C., Spoelstra N.S., Reno E.M., Medina T.M., Bradford A.P.",Gene expression profiling of multiple leiomyomata uteri and matched normal tissue from a single patient,2009,Fertility and Sterility,91,6,,2650,2663,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-67349128323&partnerID=40&md5=3a5b7128b21630baa93bcd1f3eeb46f0,,150282,,FESTA,10.1016/j.fertnstert.2008.03.071,18672237,Fertility and Sterility,Article,Scopus
"Mantelli F., Schaffer L., Dana R., Head S.R., Argueso P.",Glycogene expression in conjunctiva of patients with dry eye: downregulation of Notch signaling.,2009,Investigative ophthalmology & visual science,50,6,,2666,2672,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-66849093177&partnerID=40&md5=8d5dbdc16d4a306e60acef55ea8dc3e9,,15525783,,,,19011014,Investigative ophthalmology & visual science,Article,Scopus
"Croner R.S., Hohenberger W., Jeschke M.G.",Hepatic Gene Expression During Endotoxemia,2009,Journal of Surgical Research,154,1,,126,134,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-67349237891&partnerID=40&md5=4dfa28848950ecdf0d3178bd1bf49210,,224804,,JSGRA,10.1016/j.jss.2008.04.033,18952238,Journal of Surgical Research,Article,Scopus
"Nishida K., Kamizato M., Kawai T., Masuda K., Takeo K., Teshima-Kondo S., Tanahashi T., Rokutan K.",Interleukin-18 is a crucial determinant of vulnerability of the mouse rectum to psychosocial stress,2009,FASEB Journal,23,6,,1797,1805,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-67649382152&partnerID=40&md5=3598eae73682d6182a9450249e26e8d3,,8926638,,FAJOE,10.1096/fj.08-125005,19141531,FASEB Journal,Article,Scopus
"Meier P., Antonov J., Zbinden R., Kuhn A., Zbinden S., Gloekler S., Delorenzi M., Jaggi R., Seiler C.",Non-invasive gene-expression-based detection of well-developed collateral function in individuals with and without coronary artery disease,2009,Heart,95,11,,900,908,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-66549090395&partnerID=40&md5=0f42886c247e872f5babfae5f02f1a49,,13556037,,HEARF,10.1136/hrt.2008.145383,18728069,Heart,Article,Scopus
"Vigneault C., Gravel C., Vallee M., McGraw S., Sirard M.-A.",Unveiling the bovine embryo transcriptome during the maternal-to-embryonic transition,2009,Reproduction,137,2,,245,257,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-62449265067&partnerID=40&md5=960459e1a6a0c23385ad51cadb524ee9,,14701626,,RCUKB,10.1530/REP-08-0079,18987256,Reproduction,Article,Scopus
"Kang M.A., Kim J.-T., Kim J.H., Kim S.-Y., Kim Y.H., Yeom Y.I., Lee Y., Lee H.G.",Upregulation of the cycline kinase subunit CKS2 increases cell proliferation rate in gastric cancer,2009,Journal of Cancer Research and Clinical Oncology,135,6,,761,769,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-67349193572&partnerID=40&md5=0ca8e406be4d04685f2d6051005d560b,,1715216,,JCROD,10.1007/s00432-008-0510-3,19034516,Journal of Cancer Research and Clinical Oncology,Article,Scopus
"Morello F., Schiavone D., Mengozzi G., Bertello C., Liew C.C., Bisbocci D., Mulatero P., Veglio F.",Adrenal endothelin-1 levels are not associated with aldosterone secretion in primary aldosteronism,2009,European Journal of Endocrinology,160,3,,453,458,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-62649123348&partnerID=40&md5=036a175798b1db3889f82afe5e282143,,8044643,,EJOEE,10.1530/EJE-08-0828,19073831,European Journal of Endocrinology,Article,Scopus
"Wu F., Ivanov I., Xu R., Safe S.",Role of SP transcription factors in hormone-dependent modulation of genes in MCF-7 breast cancer cells: Microarray and RNA interference studies,2009,Journal of Molecular Endocrinology,42,1,,19,33,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-58849119933&partnerID=40&md5=19db1acc979863afd6e603dd9012bbaf,,9525041,,JMLEE,10.1677/JME-08-0088,18952783,Journal of Molecular Endocrinology,Article,Scopus
"Galindo R.C., Ayoubi P., Naranjo V., Gortazar C., Kocan K.M., de la Fuente J.",Gene expression profiles of European wild boar naturally infected with Mycobacterium bovis,2009,Veterinary Immunology and Immunopathology,129,2-Jan,,119,125,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-62549164700&partnerID=40&md5=103de2f779484bdbfc024bf7a0888a68,,1652427,,VIIMD,10.1016/j.vetimm.2008.12.012,19131115,Veterinary Immunology and Immunopathology,Article,Scopus
"Daly K.A., Mailer S.L., Digby M.R., Lefevre C., Thomson P., Deane E., Nicholas K.R., Williamson P.",Molecular analysis of tammar (Macropus eugenii) mammary epithelial cells stimulated with lipopolysaccharide and lipoteichoic acid,2009,Veterinary Immunology and Immunopathology,129,2-Jan,,36,48,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-62749098230&partnerID=40&md5=ef24d94c5ac30f401692724e135b09e7,,1652427,,VIIMD,10.1016/j.vetimm.2008.12.001,19157568,Veterinary Immunology and Immunopathology,Article,Scopus
"Littink K.W., van Genderen M.M., Collin R.W., Roosing S., de Brouwer A.P., Riemslag F.C., Venselaar H., Thiadens A.A., Hoyng C.B., Rohrschneider K., den Hollander A.I., Cremers F.P., van den Born L.I.",A novel homozygous nonsense mutation in CABP4 causes congenital cone-rod synaptic disorder.,2009,Investigative ophthalmology & visual science,50,5,,2344,2350,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-65549105124&partnerID=40&md5=8ce6e52892bfadd71cb1c198425eee22,,15525783,,,,19074807,Investigative ophthalmology & visual science,Article,Scopus
"Yamada-Akiyama H., Akiyama Y., Ebina M., Xu Q., Tsuruta S.-i., Yazaki J., Kishimoto N., Kikuchi S., Takahara M., Takamizo T., Sugita S.-i., Nakagawa H.",Analysis of expressed sequence tags in apomictic guineagrass (Panicum maximum),2009,Journal of Plant Physiology,166,7,,750,761,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-63649104735&partnerID=40&md5=8d1b0d34f26382ac117cd23418951d94,,1761617,,JPPHE,10.1016/j.jplph.2008.10.001,19046615,Journal of Plant Physiology,Article,Scopus
"Villa-Diaz L.G., Pacut C., Slawny N.A., Ding J., O'Shea K.S., Smith G.D.",Analysis of the factors that limit the ability of feeder cells to maintain the undifferentiated state of human embryonic stem cells,2009,Stem Cells and Development,18,4,,641,651,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-67649300745&partnerID=40&md5=cbf100494133fe340fa6bb1210016752,,15473287,,SCDTA,10.1089/scd.2008.0010,18764735,Stem Cells and Development,Article,Scopus
"Surget A., Wang Y., Leman S., Ibarguen-Vargas Y., Edgar N., Griebel G., Belzung C., Sibille E.",Corticolimbic transcriptome changes are state-dependent and region-specific in a rodent model of depression and of antidepressant reversal,2009,Neuropsychopharmacology,34,6,,1363,1380,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-64949179797&partnerID=40&md5=f630845211b570da441ae928e3411641,,0893133X,,NEROE,10.1038/npp.2008.76,18536703,Neuropsychopharmacology,Article,Scopus
"Grondahl M.L., Borup R., Lee Y.B., Myrhoj V., Meinertz H., Sorensen S.",Differences in gene expression of granulosa cells from women undergoing controlled ovarian hyperstimulation with either recombinant follicle-stimulating hormone or highly purified human menopausal gonadotropin,2009,Fertility and Sterility,91,5,,1820,1830,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-67349177529&partnerID=40&md5=6b034c8d8f1493b2ec466f3367d7d125,,150282,,FESTA,10.1016/j.fertnstert.2008.02.137,18439596,Fertility and Sterility,Article,Scopus
"Goravanahally M.P., Salem M., Yao J., Inskeep E.K., Flores J.A.",Differential gene expression in the bovine corpus luteum during transition from early phase to midphase and its potential role in acquisition of luteolytic sensitivity to prostaglandin F2 alpha,2009,Biology of Reproduction,80,5,,980,988,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-65949089606&partnerID=40&md5=4c4edf2c08137a2617fea7103692599d,,63363,,BIREB,10.1095/biolreprod.108.069518,19164179,Biology of Reproduction,Article,Scopus
"Li Y., Zhou Q., Hively R., Yang L., Small C., Griswold M.D.",Differential gene expression in the testes of different murine strains under normal and hyperthermic conditions,2009,Journal of Andrology,30,3,,325,337,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-65549095374&partnerID=40&md5=9626baf2004eaa375baff439b90c1efa,,1963635,,JOAND,10.2164/jandrol.108.005934,19096088,Journal of Andrology,Article,Scopus
"Xu M., Shorts-Cary L., Knox A.J., Kleinsmidt-DeMasters B., Lillehei K., Wierman M.E.",Epidermal growth factor receptor pathway substrate 8 is overexpressed in human pituitary tumors: Role in proliferation and survival,2009,Endocrinology,150,5,,2064,2071,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-66449089619&partnerID=40&md5=a8903c7bf270ce04671a8c4a8e01702c,,137227,,ENDOA,10.1210/en.2008-1265,19116338,Endocrinology,Article,Scopus
"Otulakowski G., Duan W., O'Brodovich H.",Global and gene-specific translational regulation in rat lung development,2009,American Journal of Respiratory Cell and Molecular Biology,40,5,,555,567,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-65349120236&partnerID=40&md5=9e5b6802c0ecfe2ddf53512eeb8f7c59,,10441549,,AJRBE,10.1165/rcmb.2008-0284OC,18952566,American Journal of Respiratory Cell and Molecular Biology,Article,Scopus
"Kim Y.-H., Kim M.H., Kim B.J., Kim J.J., Chang D.K., Son H.J., Rhee P.-L., Rhee J.C.",Inhibition of cell proliferation and invasion in a human colon cancer cell line by 5-aminosalicylic acid,2009,Digestive and Liver Disease,41,5,,328,337,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-63049083707&partnerID=40&md5=8ce8834ab660a806ed9c3ef485ce5ce0,,15908658,,DLDIF,10.1016/j.dld.2008.09.003,18976971,Digestive and Liver Disease,Article,Scopus
"Lin G., Shindel A.W., Banie L., Deng D., Wang G., Hayashi N., Lin C.-S., Lue T.F.",Molecular Mechanisms Related to Parturition-Induced Stress Urinary Incontinence,2009,European Urology,55,5,,1213,1223,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-62649086684&partnerID=40&md5=f1ed51ec16dc4010f95c52ec7f78be43,,3022838,,EUURA,10.1016/j.eururo.2008.02.027,18372098,European Urology,Article,Scopus
"Onan D., Allan E.H., Quinn J.M.W., Gooi J.H., Pompolo S., Sims N.A., Gillespie M.T., Martin T.J.",The chemokine cxcll is a novel target gene of parathyroid hormone (PTH)/PTH-related protein in committed osteoblasts,2009,Endocrinology,150,5,,2244,2253,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-66449117776&partnerID=40&md5=afd4446b38f21b9d7d2cae0162432b65,,137227,,ENDOA,10.1210/en.2008-1597,19147675,Endocrinology,Article,Scopus
"Hu X., Dietz J.D., Xia C., Knight D.R., Loging W.T., Smith A.H., Yuan H., Perry D.A., Keiser J.",Torcetrapib induces aldosterone and cortisol production by an intracellular calcium-mediated mechanism independently of cholesteryl ester transfer protein inhibition,2009,Endocrinology,150,5,,2211,2219,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-66449084532&partnerID=40&md5=711c2c99f00d8c3be42147d4818a357d,,137227,,ENDOA,10.1210/en.2008-1512,19164467,Endocrinology,Article,Scopus
"Viti C., Decorosi F., Mini A., Tatti E., Giovannetti L.",Involvement of the oscA gene in the sulphur starvation response and in Cr(VI) resistance in Pseudomonas corrugata 28,2009,Microbiology,155,1,,95,105,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-61449098559&partnerID=40&md5=840eee6024915cb321571f6d23a406b9,,13500872,,MROBE,10.1099/mic.0.021873-0,19118350,Microbiology,Article,Scopus
"Klein A., Olendrowitz C., Schmutzler R., Hampl J., Schlag P.M., Maass N., Arnold N., Wessel R., Ramser J., Meindl A., Scherneck S., Seitz S.",Identification of brain- and bone-specific breast cancer metastasis genes,2009,Cancer Letters,276,2,,212,220,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-60949088751&partnerID=40&md5=58c7f7eafe5d0a9704424dfc0edd0a7e,,3043835,,CALED,10.1016/j.canlet.2008.11.017,19114293,Cancer Letters,Article,Scopus
"Mortarino M., Gelain M.E., Gioia G., Ciusani E., Bazzocchi C., Comazzi S.",ZAP-70 and Syk expression in canine lymphoid cells and preliminary results on leukaemia cases,2009,Veterinary Immunology and Immunopathology,128,4,,395,401,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-61349110024&partnerID=40&md5=018543820a3d94f7a15cb9370e25310f,,1652427,,VIIMD,10.1016/j.vetimm.2008.12.010,19144411,Veterinary Immunology and Immunopathology,Article,Scopus
"Thompson K.L., Pine P.S.",Comparison of the diagnostic performance of human whole genome microarrays using mixed-tissue RNA reference samples,2009,Toxicology Letters,186,1,,58,61,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-61349198183&partnerID=40&md5=2dec5a5699fc87c5d2c67299fb398ba6,,3784274,,TOLED,10.1016/j.toxlet.2008.08.018,18822358,Toxicology Letters,Article,Scopus
"Toyoshiba H., Sawada H., Naeshiro I., Horinouchi A.",Similar compounds searching system by using the gene expression microarray database,2009,Toxicology Letters,186,1,,52,57,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-61349126145&partnerID=40&md5=c710bc58d791f0b122f1138d3729287d,,3784274,,TOLED,10.1016/j.toxlet.2008.08.009,18801419,Toxicology Letters,Article,Scopus
"Schupp M., Cristancho A.G., Lefterova M.I., Hanniman E.A., Briggs E.R., Steger D.J., Qatanani M., Curtin J.C., Schug J., Ochsner S.A., McKenna N.J., Lazar M.A.",Re-expression of GATA2 cooperates with peroxisome proliferator-activated receptor-γ depletion to revert the adipocyte phenotype,2009,Journal of Biological Chemistry,284,14,,9458,9464,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-66149127299&partnerID=40&md5=a8bca2d0ce6267cb9ca3c54b44bc9aac,,219258,,JBCHA,10.1074/jbc.M809498200,19136559,Journal of Biological Chemistry,Article,Scopus
"Leprohon P., Legare D., Raymond F., Madore E., Hardiman G., Corbeil J., Ouellette M.","Gene expression modulation is associated with gene amplification, supernumerary chromosomes and chromosome loss in antimony-resistant Leishmania infantum",2009,Nucleic Acids Research,37,5,,1387,1399,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-63249133197&partnerID=40&md5=87863a36e7c28b61a3757feae90bf8b7,,3051048,,NARHA,10.1093/nar/gkn1069,19129236,Nucleic Acids Research,Article,Scopus
"Rao P.V., Maddala R.","Abundant expression of ponsin, a focal adhesion protein, in lens and downregulation of its expression by impaired cytoskeletal signaling.",2009,Investigative ophthalmology & visual science,50,4,,1769,1777,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-64049089237&partnerID=40&md5=a3c3c8f18c6db38a393deba0f10a6339,,15525783,,,,19029030,Investigative ophthalmology & visual science,Article,Scopus
"Finkielstain G.P., Forcinito P., Lui J.C.K., Barnes K.M., Marino R., Makaroun S., Nguyen V., Lazarus J.E., Nilsson O., Baron J.",An extensive genetic program occurring during postnatal growth in multiple tissues,2009,Endocrinology,150,4,,1791,1800,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-63849187553&partnerID=40&md5=a0cbd73b1060d9fd724de94fa21c085c,,137227,,ENDOA,10.1210/en.2008-0868,19036884,Endocrinology,Article,Scopus
"Gong S.P., Kim H., Lee E.J., Lee S.T., Moon S., Lee H.-J., Lim J.M.",Change in gene expression of mouse embryonic stem cells derived from parthenogenetic activation,2009,Human Reproduction,24,4,,805,814,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-64949163398&partnerID=40&md5=ac84d11d68b9b602ed08603a7a934fe1,,2681161,,HUREE,10.1093/humrep/den388,19106175,Human Reproduction,Article,Scopus
"Pennanen P.T., Sarvilinna N.S., Purmonen S.R., Ylikomi T.J.",Changes in protein tyrosine phosphatase type IVA member 1 and zinc finger protein 36 C3H type-like 1 expression demonstrate altered estrogen and progestin effect in medroxyprogesterone acetate-resistant and estrogen-independent breast cancer cell models,2009,Steroids,74,5-Apr,,404,409,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-61349141173&partnerID=40&md5=162a8f8682d380702eb59adfa1f5b2c0,,0039128X,,STEDA,10.1016/j.steroids.2008.12.005,19146866,Steroids,Article,Scopus
