Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Publisher,ISSN,ISBN,CODEN,DOI,PubMed ID,Abbreviated Source Title,Document Type,Source
"Chu J.H., Sun Z.Y., Meng X.L., Wu J.H., He G.L., Liu G.M., Jiang X.R.",Differential metastasis-associated gene analysis of prostate carcinoma cells derived from primary tumor and spontaneous lymphatic metastasis in nude mice with orthotopic implantation of PC-3M cells,2006,Cancer Letters,233,1,,79,88,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-32244440481&partnerID=40&md5=7c84baec8cc262ddd69d5de60720276d,,3043835,,CALED,10.1016/j.canlet.2005.03.034,15885894,Cancer Letters,Article,Scopus
"Byon J.Y., Ohira T., Hirono I., Aoki T.","Comparative immune responses in Japanese flounder, Paralichthys olivaceus after vaccination with viral hemorrhagic septicemia virus (VHSV) recombinant glycoprotein and DNA vaccine using a microarray analysis",2006,Vaccine,24,7,,921,930,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-31844454919&partnerID=40&md5=b96658ec246136fc45946ee4595bb926,,0264410X,,VACCD,10.1016/j.vaccine.2005.08.087,16185791,Vaccine,Article,Scopus
"Oehme I., Bosser S., Zornig M.",Agonists of an ecdysone-inducible mammalian expression system inhibit Fas Ligand- and TRAIL-induced apoptosis in the human colon carcinoma cell line RKO,2006,Cell Death and Differentiation,13,2,,189,201,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-30844448402&partnerID=40&md5=d84c2bd363bf9a8a6e4283c645222512,,13509047,,CDDIE,10.1038/sj.cdd.4401730,16082389,Cell Death and Differentiation,Article,Scopus
"Xu P.-T., Li Y.-J., Qin X.-J., Scherzer C.R., Xu H., Schmechel D.E., Hulette C.M., Ervin J., Gullans S.R., Haines J., Pericak-Vance M.A., Gilbert J.R.",Differences in apolipoprotein E3/3 and E4/4 allele-specific gene expression in hippocampus in Alzheimer disease,2006,Neurobiology of Disease,21,2,,256,275,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-30744433597&partnerID=40&md5=88a1c207abdfd5475056e2905a8e1c14,,9699961,,NUDIE,10.1016/j.nbd.2005.07.004,16198584,Neurobiology of Disease,Article,Scopus
"Gantois I., Vandesompele J., Speleman F., Reyniers E., D'Hooge R., Severijnen L.-A., Willemsen R., Tassone F., Kooy R.F.",Expression profiling suggests underexpression of the GABA<sub>A</sub> receptor subunit δ in the fragile X knockout mouse model,2006,Neurobiology of Disease,21,2,,346,357,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-30744433092&partnerID=40&md5=4344a00b01eb32a246a617a5ca56c530,,9699961,,NUDIE,10.1016/j.nbd.2005.07.017,16199166,Neurobiology of Disease,Article,Scopus
"Duggan S.P., Gallagher W.M., Fox E.J.P., Abdel-Latif M.M., Reynolds J.V., Kelleher D.",Low pH induces co-ordinate regulation of gene expression in oesophageal cells,2006,Carcinogenesis,27,2,,319,327,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-31544479256&partnerID=40&md5=6384833f576018d5b775bed3cba97111,,1433334,,CRNGD,10.1093/carcin/bgi211,16113055,Carcinogenesis,Article,Scopus
"Li P., Prasad S.S., Mitchell D.E., Hachisuka A., Sawada J.-I., Al-Housseini A.M., Gu Q.",Postnatal expression profile of OBCAM implies its involvement in visual cortex development and plasticity,2006,Cerebral Cortex,16,2,,291,299,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-30744452217&partnerID=40&md5=2820fd568bb715c21e024c52ebf645de,,10473211,,CECOE,10.1093/cercor/bhi109,15901654,Cerebral Cortex,Article,Scopus
"Denolet E., De Gendt K., Allemeersch J., Engelen K., Marchal K., Van Hummelen P., Tan K.A.L., Sharpe R.M., Saunders P.T.K., Swinnen J.V., Verhoeven G.",The effect of a Sertoli cell-selective knockout of the androgen receptor on testicular gene expression in prepubertal mice,2006,Molecular Endocrinology,20,2,,321,334,,34,http://www.scopus.com/inward/record.url?eid=2-s2.0-31444443823&partnerID=40&md5=89f031a89ce0a449c9baa717566a4ec9,,8888809,,MOENE,10.1210/me.2005-0113,16166195,Molecular Endocrinology,Article,Scopus
"Miller C.T., Lin L., Casper A.M., Lim J., Thomas D.G., Orringer M.B., Chang A.C., Chambers A.F., Giordano T.J., Glover T.W., Beer D.G.",Genomic amplification of MET with boundaries within fragile site FRA7G and upregulation of MET pathways in esophageal adenocarcinoma,2006,Oncogene,25,3,,409,418,,38,http://www.scopus.com/inward/record.url?eid=2-s2.0-30944452172&partnerID=40&md5=3a69ac04080e9052cc41e2b1551e39aa,,9509232,,ONCNE,10.1038/441409a,16186806,Oncogene,Article,Scopus
"Chen K.-T., Lin J.-D., Liou M.-J., Weng H.-F., Chang C.A., Chan E.-C.",An aberrant autocrine activation of the platelet-derived growth factor α-receptor in follicular and papillary thyroid carcinoma cell lines,2006,Cancer Letters,231,2,,192,205,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-29844434143&partnerID=40&md5=bfc07843f760db162b9327a694982c4e,,3043835,,CALED,10.1016/j.canlet.2005.01.039,16126335,Cancer Letters,Article,Scopus
"Holleman A., Den Boer M.L., De Menezes R.X., Cheok M.H., Cheng C., Kazemier K.M., Janka-Schaub G.E., Gobel U., Graubner U.B., Evans W.E., Pieters R.","The expression of 70 apoptosis genes in relation to lineage, genetic subtype, cellular drug resistance, and outcome in childhood acute lymphoblastic leukemia",2006,Blood,107,2,,769,776,,32,http://www.scopus.com/inward/record.url?eid=2-s2.0-30444446961&partnerID=40&md5=05ab8f733cba2148c7ffa6e69d7027e6,,64971,,BLOOA,10.1182/blood-2005-07-2930,16189266,Blood,Article,Scopus
"Ochi K., Derfoul A., Tuan R.S.","A predominantly articular cartilage-associated gene, SCRG1, is induced by glucocorticoid and stimulates chondrogenesis in vitro",2006,Osteoarthritis and Cartilage,14,1,,30,38,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-29844433852&partnerID=40&md5=39ef8403fb6d097193c41120690dfbc5,,10634584,,OSCAE,10.1016/j.joca.2005.07.015,16188469,Osteoarthritis and Cartilage,Article,Scopus
"Mallakin A., Kutcher L.W., McDowell S.A., Kong S., Schuster R., Lentsch A.B., Aronow B.J., Leikauf G.D., Waltz S.E.",Gene expression profiles of Mst1r-deficient mice during nickel-induced acute lung injury,2006,American Journal of Respiratory Cell and Molecular Biology,34,1,,15,27,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-29944446672&partnerID=40&md5=dceb7901a1324b2cc217546f4784d140,,10441549,,AJRBE,10.1165/rcmb.2005-0093OC,16166746,American Journal of Respiratory Cell and Molecular Biology,Article,Scopus
"Singleton D.W., Feng Y., Yang J., Puga A., Lee A.V., Khan S.A.",Gene expression profiling reveals novel regulation by bisphenol-A in estrogen receptor-α-positive human cells,2006,Environmental Research,100,1,,86,92,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-28844507941&partnerID=40&md5=962c2a4f0b9f2f001638567fe0a94d6b,,139351,,ENVRA,10.1016/j.envres.2005.05.004,16029874,Environmental Research,Article,Scopus
"Wang J., Tian L., Lee H.-S., Wei N.E., Jiang H., Watson B., Madlung A., Osborn T.C., Doerge R.W., Comai L., Chen Z.J.",Genomewide nonadditive gene regulation in arabidopsis allotetraploids,2006,Genetics,172,1,,507,517,,85,http://www.scopus.com/inward/record.url?eid=2-s2.0-33644762929&partnerID=40&md5=ac063e09e29760a54d71ec00ec1a8d68,,166731,,GENTA,10.1534/genetics.105.047894,16172500,Genetics,Article,Scopus
"Zeng W., Miyazato A., Chen G., Kajigaya S., Young N.S., Maciejewski J.P.",Interferon-γ-induced gene expression in CD34 cells: Identification of pathologic cytokine-specific signature profiles,2006,Blood,107,1,,167,175,,23,http://www.scopus.com/inward/record.url?eid=2-s2.0-30144446015&partnerID=40&md5=31d320bf4cdd90cf8ff2f74ffe1768b2,,64971,,BLOOA,10.1182/blood-2005-05-1884,16131564,Blood,Article,Scopus
"Chen B., Wen Y., Zhang Z., Guo Y., Warrington J.A., Polan M.L.",Microarray analysis of differentially expressed genes in vaginal tissues from women with stress urinary incontinence compared with asymptomatic women,2006,Human Reproduction,21,1,,22,29,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-29144456680&partnerID=40&md5=099422f43fd0c4528374fba76efab33d,,2681161,,HUREE,10.1093/humrep/dei276,16126751,Human Reproduction,Article,Scopus
"Yong A.S.M., Szydlo R.M., Goldman J.M., Apperley J.F., Melo J.V.","Molecular profiling of CD34<sup>+</sup> cells identifies low expression of CD7, along with high expression of proteinase 3 or elastase, as predictors of longer survival in patients with CML",2006,Blood,107,1,,205,212,,42,http://www.scopus.com/inward/record.url?eid=2-s2.0-30144445384&partnerID=40&md5=e708ad48ac10eed8088cf161a57d065b,,64971,,BLOOA,10.1182/blood-2005-05-2155,16144796,Blood,Article,Scopus
"Skottman H., Stromberg A.-M., Matilainen E., Inzunza J., Hovatta O., Lahesmaa R.",Unique gene expression signature by human embryonic stem cells cultured under serum-free conditions correlates with their enhanced and prolonged growth in an undifferentiated stage,2006,Stem Cells,24,1,,151,167,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-33645527040&partnerID=40&md5=bb6aa0eda45d753765175264d3d69041,,10665099,,STCEE,10.1634/stemcells.2004-0189,16100004,Stem Cells,Article,Scopus
"Imai K., Kawai M., Tada M., Nagase T., Ohara O., Koga H.",Temporal change in mKIAA gene expression during the early stage of retinoic acid-induced neurite outgrowth,2005,Gene,364,2-Jan,,114,122,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-28844469430&partnerID=40&md5=5cbc27f121c7b1ba1db68cbc5298bb8b,,3781119,,GENED,10.1016/j.gene.2005.05.037,16169686,Gene,Conference Paper,Scopus
"Finlin B.S., Mosley A.L., Crump S.M., Correll R.N., Ozcan S., Satin J., Andres D.A.",Regulation of L-type Ca<sup>2+</sup> channel activity and insulin secretion by the Rem2 GTPase,2005,Journal of Biological Chemistry,280,51,,41864,41871,,31,http://www.scopus.com/inward/record.url?eid=2-s2.0-23944515401&partnerID=40&md5=8eb91678a970bc57053be926c6040062,,219258,,JBCHA,10.1074/jbc.M414261200,15728182,Journal of Biological Chemistry,Article,Scopus
"Granberg F., Svensson C., Pettersson U., Zhao H.",Modulation of host cell gene expression during onset of the late phase of an adenovirus infection is focused on growth inhibition and cell architecture,2005,Virology,343,2,,236,245,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-27744548486&partnerID=40&md5=32217afcc31708bc56a980f57d4501bb,,426822,,VIRLA,10.1016/j.virol.2005.08.023,16169035,Virology,Article,Scopus
"Reich H., Tritchler D., Herzenberg A.M., Kassiri Z., Zhou X., Gao W., Scholey J.W.",Albumin activates ERK via EGF receptor in human renal epithelial cells,2005,Journal of the American Society of Nephrology,16,5,,1266,1278,,29,http://www.scopus.com/inward/record.url?eid=2-s2.0-23944506156&partnerID=40&md5=b23dbadc8787e0a59d2c8fb2da54fb1c,,10466673,,JASNE,10.1681/ASN.2004030222,15829704,Journal of the American Society of Nephrology,Article,Scopus
"Schmidt-Ott K.M., Yang J., Chen X., Wang H., Paragas N., Mori K., Li J.-Y., Lu B., Costantini F., Schiffer M., Bottinger E., Barasch J.",Novel regulators of kidney development from the tips of the ureteric bud,2005,Journal of the American Society of Nephrology,16,7,,1993,2002,,33,http://www.scopus.com/inward/record.url?eid=2-s2.0-27744520728&partnerID=40&md5=26ac0d5a8e350a790c416f47fbe66be5,,10466673,,JASNE,10.1681/ASN.2004121127,15917337,Journal of the American Society of Nephrology,Article,Scopus
"Stuart J.R., Kawai H., Tsai K.K.C., Chuang E.Y., Yuan Z.-M.",c-Abl regulates Early Growth Response Protein (EGR1) in response to oxidative stress,2005,Oncogene,24,55,,8085,8092,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-28744437066&partnerID=40&md5=440936bcf241b2eaffc748e19c0e84b1,,9509232,,ONCNE,10.1038/sj.onc.1208953,16091742,Oncogene,Article,Scopus
"Dahlman I., Linder K., Nordstrom E.A., Andersson I., Liden J., Verdich C., Sorensen T.I.A., Arner P.",Changes in adipose tissue gene expression with energy-restricted diets in obese women,2005,American Journal of Clinical Nutrition,81,6,,1275,1285,,33,http://www.scopus.com/inward/record.url?eid=2-s2.0-21944438331&partnerID=40&md5=3a798a5d8f52c167069867b2beb0e50e,,29165,,AJCNA,,15941876,American Journal of Clinical Nutrition,Article,Scopus
"Mrug M., Li R., Cui X., Schoeb T.R., Churchill G.A., Guay-Woodford L.M.",Kinesin family member 12 is a candidate polycystic kidney disease modifier in the cpk mouse,2005,Journal of the American Society of Nephrology,16,4,,905,916,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-24344448706&partnerID=40&md5=1cda1bae75ac2e13d1a150095bcacd29,,10466673,,JASNE,10.1681/ASN.2004121083,15728779,Journal of the American Society of Nephrology,Article,Scopus
"Seung M.Y., Zhou F.-C., Ye F.-C., Pan H.-Y., Gao S.-J.",Early and sustained expression of latent and host modulating genes in coordinated transcriptional program of KSHV productive primary infection of human primary endothelial cells,2005,Virology,343,1,,47,64,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-27644467562&partnerID=40&md5=62676e530c43f749a0de072f1748ca19,,426822,,VIRLA,10.1016/j.virol.2005.08.018,16154170,Virology,Article,Scopus
"Laun P., Ramachandran L., Jarolim S., Herker E., Liang P., Wang J., Weinberger M., Burhans D.T., Suter B., Madeo F., Burhans W.C., Breitenbach M.",A comparison of the aging and apoptotic transcriptome of Saccharomyces cerevisiae,2005,FEMS Yeast Research,5,12,,1261,1272,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-27744471409&partnerID=40&md5=f41a8d62e776a056cf0f519cf446a6c8,,15671356,,FYREA,10.1016/j.femsyr.2005.07.006,16168721,FEMS Yeast Research,Conference Paper,Scopus
"Woodruff P.G., Koth L.L., Yang Y.H., Rodriguez M.W., Favoreto S., Dolganov G.M., Paquet A.C., Erle D.J.",A distinctive alveolar macrophage activation state induced by cigarette smoking,2005,American Journal of Respiratory and Critical Care Medicine,172,11,,1383,1392,,40,http://www.scopus.com/inward/record.url?eid=2-s2.0-30344464994&partnerID=40&md5=233af323642c4802fd00316bff991946,,1073449X,,AJCME,10.1164/rccm.200505-686OC,16166618,American Journal of Respiratory and Critical Care Medicine,Article,Scopus
"Shyamsundar R., Kim Y.H., Higgins J.P., Montgomery K., Jorden M., Sethuraman A., van de Rijn M., Botstein D., Brown P.O., Pollack J.R.",A DNA microarray survey of gene expression in normal human tissues.,2005,Genome biology,6,3,,,,,75,http://www.scopus.com/inward/record.url?eid=2-s2.0-26844498200&partnerID=40&md5=9c1326c75cb8bca2e6ee5164e1765e46,,14656914,,,,15774023,Genome biology,Article,Scopus
"Hwang Y.-S., Bethke P.C., Yong H.C., Chang H.-S., Zhu T., Jones R.L.",A gibberellin-regulated calcineurin B in rice localizes to the tonoplast and is implicated in vacuole function,2005,Plant Physiology,138,3,,1347,1358,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-27244437132&partnerID=40&md5=e21e740b454c0eaccb938b0172a6cdda,,320889,,PLPHA,10.1104/pp.105.062703,15980189,Plant Physiology,Article,Scopus
"Xie Y., Pan W., Khodursky A.B.",A note on using permutation-based false discovery rate estimates to compare different analysis methods for microarray data,2005,Bioinformatics,21,23,,4280,4288,,35,http://www.scopus.com/inward/record.url?eid=2-s2.0-28444438861&partnerID=40&md5=8b586e313ee9fb88c1fe859470c4d714,,13674803,,BOINF,10.1093/bioinformatics/bti685,16188930,Bioinformatics,Article,Scopus
"Jiao Y., Jia P., Wang X., Su N., Yu S., Zhang D., Ma L., Feng Q., Jin Z., Li L., Xue Y., Cheng Z., Zhao H., Han B., Deng X.W.",A tiling microarray expression analysis of rice chromosome 4 suggests a chromosome-level regulation of transcription,2005,Plant Cell,17,6,,1641,1657,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-24944497900&partnerID=40&md5=03c18feb768dac54777e3832d1f22dd9,,10404651,,PLCEE,10.1105/tpc.105.031575,15863518,Plant Cell,Article,Scopus
"Casey O.M., Morris D.G., Powell R., Sreenan J.M., Fitzpatrick R.",Analysis of gene expression in non-regressed and regressed bovine corpus luteum tissue using a customized ovarian cDNA array,2005,Theriogenology,64,9,,1963,1976,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-27844582607&partnerID=40&md5=455f7ea264fcf3d3f8798aae327a0081,,0093691X,,THGNB,10.1016/j.theriogenology.2005.04.015,15953631,Theriogenology,Article,Scopus
"Allemeersch J., Durinck S., Vanderhaeghen R., Alard P., Maes R., Seeuws K., Bogaert T., Coddens K., Deschouwer K., Van Hummelen P., Vuylsteke M., Moreau Y., Kwekkeboom J., Wijfjes A.H.M., May S., Beynon J., Hilson P., Kuiper M.T.R.",Benchmarking the CATMA microarray. A novel tool for arabidopsis transcriptome analysis,2005,Plant Physiology,137,2,,588,601,,49,http://www.scopus.com/inward/record.url?eid=2-s2.0-21044441648&partnerID=40&md5=3fc545b2062a6c6bbff9ca6088281825,,320889,,PLPHA,10.1104/pp.104.051300,15710687,Plant Physiology,Article,Scopus
"Espinosa E., Vara J.A.F., Redondo A., Sanchez J.J., Hardisson D., Zamora P., Pastrana F.G., Cejas P., Martinez B., Suarez A., Calero F., Baron M.G.",Breast cancer prognosis determined by gene expression profiling: A quantitative reverse transcriptase polymerase chain reaction study,2005,Journal of Clinical Oncology,23,29,,7278,7285,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-33644666373&partnerID=40&md5=5fa4de8faf9fd579a1b0e5ddac8f7b61,,0732183X,,JCOND,10.1200/JCO.2005.01.4746,16129846,Journal of Clinical Oncology,Article,Scopus
"Aspeborg H., Schrader J., Coutinho P.M., Stam M., Kallas A., Djerbi S., Nilsson P., Denman S., Amini B., Sterky F., Master E., Sandberg G., Mellerowicz E., Sundberg B., Henrissat B., Teeri T.T.",Carbohydrate-active enzymes involved in the secondary cell wall biogenesis in hybrid aspen,2005,Plant Physiology,137,3,,983,997,,62,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444437284&partnerID=40&md5=852a72aa7c9ac7030e6be1c1fdc9c2a7,,320889,,PLPHA,10.1104/pp.104.055087,15734915,Plant Physiology,Article,Scopus
"Cunningham D., Swartzlander D., Liyanarachchi S., Davuluri R.V., Herman G.E.",Changes in gene expression associated with loss of function of the NSDHL sterol dehydrogenase in mouse embryonic fibroblasts,2005,Journal of Lipid Research,46,6,,1150,1162,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-24344508778&partnerID=40&md5=454457bd20dc8fd78114ad47b4053239,,222275,,JLPRA,10.1194/jlr.M400462-JLR200,15805545,Journal of Lipid Research,Article,Scopus
"Vittal V., Rose A., Gregory K.E., Kelley M.J., Acott T.S.",Changes in gene expression by trabecular meshwork cells in response to mechanical stretching,2005,Investigative Ophthalmology and Visual Science,46,8,,2857,2868,,31,http://www.scopus.com/inward/record.url?eid=2-s2.0-24644436988&partnerID=40&md5=b268ad9867bb0189ea620b99b32b6428,,1460404,,IOVSD,10.1167/iovs.05-0075,16043860,Investigative Ophthalmology and Visual Science,Article,Scopus
"Tsubaki T., Arita N., Kawakami T., Shiratsuchi T., Yamamoto H., Takubo N., Yamada K., Nakata S., Yamamoto S., Nose M.",Characterization of histopathology and gene-expression profiles of synovitis in early rheumatoid arthritis using targeted biopsy specimens.,2005,Arthritis research & therapy.,7,4,,,,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-29344434125&partnerID=40&md5=7848991fa3b0a7369368675ef3cefaed,,14786362,,,,15987484,Arthritis research & therapy.,Article,Scopus
"Hong K.M., Burdick M.D., Philips R.J., Heber D., Strieter R.M.",Characterization of human fibrocytes as circulating adipocyte progenitors and the formation of human adipose tissue in SCID mice,2005,FASEB Journal,19,14,,2029,2031,,37,http://www.scopus.com/inward/record.url?eid=2-s2.0-28744437374&partnerID=40&md5=e55064f6187625cb1a6f439cac5ac423,,8926638,,FAJOE,10.1096/fj.05-4295fje,16188961,FASEB Journal,Article,Scopus
"Walia H., Wilson C., Condamine P., Liu X., Ismail A.M., Zeng L., Wanamaker S.I., Mandal J., Xu J., Cui X., Close T.J.",Comparative transcriptional profiling of two contrasting rice genotypes under salinity stress during the vegetative growth stage,2005,Plant Physiology,139,2,,822,835,,54,http://www.scopus.com/inward/record.url?eid=2-s2.0-33644647217&partnerID=40&md5=ce69714de79c9694fbb9709d9e943e33,,320889,,PLPHA,10.1104/pp.105.065961,16183841,Plant Physiology,Article,Scopus
"Moeller L.C., Dumitrescu A.M., Refetoff S.",Cytosolic action of thyroid hormone leads to induction of hypoxia-inducible factor-1α and glycolytic genes,2005,Molecular Endocrinology,19,12,,2955,2963,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-28144463727&partnerID=40&md5=fc6b72c27836198f01441cdde5a75d1b,,8888809,,MOENE,10.1210/me.2004-0542,16051672,Molecular Endocrinology,Article,Scopus
"Li Z., Liu Q., Song M., Zheng Y., Nan P., Cao Y., Chen G., Li Y., Zhong Y.",Detecting correlation between sequence and expression divergences in a comparative analysis of human serpin genes,2005,BioSystems,82,3,,226,234,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-27844470606&partnerID=40&md5=c54a156843bf48f665a74e61ff199102,,3032647,,BSYMB,10.1016/j.biosystems.2005.07.004,16112386,BioSystems,Article,Scopus
"Diehn J.J., Diehn M., Marmor M.F., Brown P.O.",Differential gene expression in anatomical compartments of the human eye.,2005,Genome biology,6,9,,,,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-33745819304&partnerID=40&md5=f16e97e3d265975362c45b79db2187b8,,14656914,,,,16168081,Genome biology,Article,Scopus
"Lin C.S., Hsu C.W.",Differentially transcribed genes in skeletal muscle of Duroc and Taoyuan pigs,2005,Journal of Animal Science,83,9,,2075,2086,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-33646010962&partnerID=40&md5=4b5127fdd223d9e979926c32b2e0cd41,,218812,,,,16100062,Journal of Animal Science,Article,Scopus
