Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Publisher,ISSN,ISBN,CODEN,DOI,PubMed ID,Abbreviated Source Title,Document Type,Source
"Shynlova O., Tsui P., Dorogin A., Langille B.L., Lye S.J.",Insulin-like growth factors and their binding proteins define specific phases of myometrial differentiation during pregnancy in the rat,2007,Biology of Reproduction,76,4,,571,578,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947532437&partnerID=40&md5=0b58ac4959b4117459e73f02dd48eae7,,63363,,BIREB,10.1095/biolreprod.106.056929,17123939,Biology of Reproduction,Article,Scopus
"Aksoy E., Albarani V., Nguyen M., Laes J.-F., Ruelle J.-L., De Wit D., Willems F., Goldman M., Goriely S.",Interferon regulatory factor 3-dependent responses to lipopolysaccharide are selectively blunted in cord blood cells,2007,Blood,109,7,,2887,2893,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947606977&partnerID=40&md5=c07f61c1d75e2b8eb48d03ff7d17ccdf,,64971,,BLOOA,10.1182/blood-2006-06-027862,17138826,Blood,Article,Scopus
"Locke D., Jamieson S., Stein T., Liu J., Hodgins M.B., Harris A.L., Gusterson B.",Nature of Cx30-containing channels in the adult mouse mammary gland,2007,Cell and Tissue Research,328,1,,97,107,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947111015&partnerID=40&md5=929dcc53dcfe4bb7b2887d1764538186,,0302766X,,CTSRC,10.1007/s00441-006-0301-6,17120054,Cell and Tissue Research,Article,Scopus
"Levesque B.M., Zhou S., Shan L., Johnston P., Kong Y., Degan S., Sunday M.E.",NPAS1 regulates branching morphogenesis in embryonic lung,2007,American Journal of Respiratory Cell and Molecular Biology,36,4,,427,434,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-34247270827&partnerID=40&md5=ad609e59bdc4adefc204f8e0ab07fe94,,10441549,,AJRBE,10.1165/rcmb.2006-0314OC,17110583,American Journal of Respiratory Cell and Molecular Biology,Article,Scopus
"Nakano K., Okada Y., Saito K., Tanikawa R., Sawamukai N., Sasaguri Y., Kohro T., Wada Y., Kodama T., Tanaka Y.",Rheumatoid synovial endothelial cells produce macrophage colony-stimulating factor leading to osteoclastogenesis in rheumatoid arthritis,2007,Rheumatology,46,4,,597,603,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-34047152871&partnerID=40&md5=00a858c6274b8673d560eacb071c5682,,14620324,,RUMAF,10.1093/rheumatology/kel356,17062647,Rheumatology,Article,Scopus
"Jelinsky S.A., Turner T.T., Bang H.J., Finger J.N., Solarz M.K., Wilson E., Brown E.L., Kopf G.S., Johnston D.S.",The rat epididymal transcriptome: Comparison of segmental gene expression in the rat and mouse epididymides,2007,Biology of Reproduction,76,4,,561,570,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947537879&partnerID=40&md5=19cddd8d608dec5fba342951fcf30a71,,63363,,BIREB,10.1095/biolreprod.106.057323,17167166,Biology of Reproduction,Article,Scopus
"Streicher K.L., Yang Z.Q., Draghici S., Ethier S.P.",Transforming function of the LSM1 oncogene in human breast cancers with the 8p11-12 amplicon,2007,Oncogene,26,14,,2104,2114,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-34047132184&partnerID=40&md5=53691f7c9ab6db69f9d134b1510e781a,,9509232,,ONCNE,10.1038/sj.onc.1210002,17001308,Oncogene,Article,Scopus
"Crosby M.E., Jacobberger J., Gupta D., Macklis R.M., Almasan A.",E2F4 regulates a stable G<sub>2</sub> arrest response to genotoxic stress in prostate carcinoma,2007,Oncogene,26,13,,1897,1909,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947491578&partnerID=40&md5=e43ea664d02421c7e1d48ec7e8e08503,,9509232,,ONCNE,10.1038/sj.onc.1209998,17043659,Oncogene,Article,Scopus
"Thomas R.S., O'Connell T.M., Pluta L., Wolfinger R.D., Yang L., Page T.J.",A comparison of transcriptomic and metabonomic technologies for identifying biomarkers predictive of two-year rodent cancer bioassays,2007,Toxicological Sciences,96,1,,40,46,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847329758&partnerID=40&md5=d12630e0a8f9cd96f4ae8cc0e0d08a55,,10966080,,TOSCF,10.1093/toxsci/kfl171,17114358,Toxicological Sciences,Article,Scopus
"Sloand E.M., Pfannes L., Chen G., Shah S., Solomou E.E., Barrett J., Young N.S.",CD34 cells from patients with trisomy 8 myelodysplastic syndrome (MDS) express early apoptotic markers but avoid programmed cell death by up-regulation of antiapoptotic proteins,2007,Blood,109,6,,2399,2405,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947224233&partnerID=40&md5=e542a914f56b2b7367dd3dcbffb5bcc1,,64971,,BLOOA,10.1182/blood-2006-01-030643,17090657,Blood,Article,Scopus
"Diakos C., Krapf G., Gerner C., Inthal A., Lemberger C., Ban J., Dohnal A.M., Panzer-Gruemayer E.R.",RNAi-mediated silencing of TEL/AML1 reveals a heat-shock protein- and survivin-dependent mechanism for survival,2007,Blood,109,6,,2607,2610,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947239919&partnerID=40&md5=c3eddf4de97348efeb4d1a0031c69fe2,,64971,,BLOOA,10.1182/blood-2006-04-019612,17095626,Blood,Article,Scopus
"Ojaimi C., Qanud K., Hintze T.H., Recchia F.A.",Altered expression of a limited number of genes contributes to cardiac decompensation during chronic ventricular tachypacing in dogs,2007,Physiological Genomics,29,1,,76,83,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-34248204495&partnerID=40&md5=590fe53fd3752018f77348fffde87d1c,,10948341,,PHGEF,10.1152/physiolgenomics.00159.2006,17164392,Physiological Genomics,Article,Scopus
"Robalino J., Almeida J.S., McKillen D., Colglazier J., Trent III H.F., Yian A.C., Peck M.E.T., Browdy C.L., Chapman R.W., Warr G.W., Gross P.S.",Insights into the immune transcriptome of the shrimp Litopenaeus vannamei: Tissue-specific expression profiles and transcriptomic responses to immune challenge,2007,Physiological Genomics,29,1,,44,56,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-34248147419&partnerID=40&md5=44f441e92a7c1bf07b7b52247f553298,,10948341,,PHGEF,10.1152/physiolgenomics.00165.2006,17148689,Physiological Genomics,Article,Scopus
"Jain R.N., Samuelson L.C.",Transcriptional profiling of gastrin-regulated genes in mouse stomach,2007,Physiological Genomics,29,1,,1,12,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-34248160911&partnerID=40&md5=9d23973c7116a1301cc3488eec79c216,,10948341,,PHGEF,10.1152/physiolgenomics.00176.2006,17105752,Physiological Genomics,Article,Scopus
"Kok E.J., Franssen-van Hal N.L.W., Winnubst L.N.W., Kramer E.H.M., Dijksma W.T.P., Kuiper H.A., Keijer J.","Assessment of representational difference analysis (RDA) to construct informative cDNA microarrays for gene expression analysis of species with limited transcriptome information, using red and green tomatoes as a model",2007,Journal of Plant Physiology,164,3,,337,349,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-33846595313&partnerID=40&md5=537ec17c760a09b8eaba8bfc158ca98c,,1761617,,JPPHE,10.1016/j.jplph.2006.02.013,16630671,Journal of Plant Physiology,Article,Scopus
"Huh J.-I., Ting H.Q., Chandramouli G.V.R., Charles R., Wiench M., Hager G.L., Catena R., Calvo A., LaVallee T.M., Desprez P.-Y., Green J.E.",2-Methoxyestradiol induces mammary gland differentiation through amphiregulin-epithelial growth factor receptor-mediated signaling: Molecular distinctions from the mammary gland of pregnant mice,2007,Endocrinology,148,3,,1266,1277,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847056994&partnerID=40&md5=fbf4a1f92a7cd181ac89cdf63b4b83c4,,137227,,ENDOA,10.1210/en.2006-0964,17158205,Endocrinology,Article,Scopus
"Faccioli P., Ciceri G.P., Provero P., Stanca A.M., Morcia C., Terzi V.","A combined strategy of ""in silico"" transcriptome analysis and web search engine optimization allows an agile identification of reference genes suitable for normalization in gene expression studies",2007,Plant Molecular Biology,63,5,,679,688,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847321126&partnerID=40&md5=29d62ba45e7b3c69f45f4239936bf652,,1674412,,PMBID,10.1007/s11103-006-9116-9,17143578,Plant Molecular Biology,Article,Scopus
"Kobayashi M., Lee H., Schaffer L., Gilmartin T.J., Head S.R., Takaishi S., Wang T.C., Nakayama J., Fukuda M.",A distinctive set of genes is upregulated during the inflammation-carcinoma sequence in mouse stomach infected by Helicobacter felis,2007,Journal of Histochemistry and Cytochemistry,55,3,,263,274,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847217316&partnerID=40&md5=60429a674b006a38b83553a000c193d3,,221554,,JHCYA,10.1369/jhc.6A7097.2006,17101721,Journal of Histochemistry and Cytochemistry,Article,Scopus
"Rodrigue-Way A., Demers A., Ong H., Tremblay A.",A growth hormone-releasing peptide promotes mitochondrial biogenesis and a fat burning-like phenotype through scavenger receptor CD36 in white adipocytes,2007,Endocrinology,148,3,,1009,1018,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847038835&partnerID=40&md5=1b268437e81c41d62e1b2559b1c4511d,,137227,,ENDOA,10.1210/en.2006-0975,17138655,Endocrinology,Article,Scopus
"Balbir A., Lee H., Okumura M., Biswal S., Fitzgerald R.S., Shirahata M.",A search for genes that may confer divergent morphology and function in the carotid body between two strains of mice,2007,American Journal of Physiology - Lung Cellular and Molecular Physiology,292,3,,,,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847703664&partnerID=40&md5=a69bda823c8af87b192308db0efc188b,,10400605,,APLPE,10.1152/ajplung.00383.2006,17098806,American Journal of Physiology - Lung Cellular and Molecular Physiology,Article,Scopus
"Han L., Figueiredo M.D., Berghorn K.A., Iwata T.N., Clark-Campbell P.A., Welsh I.C., Wang W., O'Brien T.P., Lin D.M., Roberson M.S.",Analysis of the gene regulatory program induced by the homeobox transcription factor Distal-less 3 in mouse placenta,2007,Endocrinology,148,3,,1246,1254,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847060523&partnerID=40&md5=80564f1d6a49f7254be1e03e6d703a65,,137227,,ENDOA,10.1210/en.2006-1356,17110422,Endocrinology,Article,Scopus
"Borthakur A., Bhattacharyya S., Dudeja P.K., Tobacman J.K.",Carrageenan induces interleukin-8 production through distinct Bcl10 pathway in normal human colonic epithelial cells,2007,American Journal of Physiology - Gastrointestinal and Liver Physiology,292,3,,,,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947331528&partnerID=40&md5=c89f1ee824f3bd14bf265393dd7fe3e9,,1931857,,APGPD,10.1152/ajpgi.00380.2006,17095757,American Journal of Physiology - Gastrointestinal and Liver Physiology,Article,Scopus
"van Leeuwen D.M., van Agen E., Gottschalk R.W.H., Vlietinck R., Gielen M., van Herwijnen M.H.M., Maas L.M., Kleinjans J.C.S., van Delft J.H.M.",Cigarette smoke-induced differential gene expression in blood cells from monozygotic twin pairs,2007,Carcinogenesis,28,3,,691,697,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-34047100900&partnerID=40&md5=64a2b53d59b3ff54368ee335a66631ed,,1433334,,CRNGD,10.1093/carcin/bgl199,17056606,Carcinogenesis,Article,Scopus
"Ramilo O., Allman W., Chung W., Mejias A., Ardura M., Glaser C., Wittkowski K.M., Piqueras B., Banchereau J., Palucka A.K., Chaussabel D.",Gene expression patterns in blood leukocytes discriminate patients with acute infections,2007,Blood,109,5,,2066,2077,,47,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847408050&partnerID=40&md5=9c8e2e5d6b1a918140e334988c0d9e4b,,64971,,BLOOA,10.1182/blood-2006-02-002477,17105821,Blood,Article,Scopus
"Marchet A., Mocellin S., Belluco C., Ambrosi A., DeMarchi F., Mammano E., Digito M., Leon A., D'Arrigo A., Lise M., Nitti D.",Gene expression profile of primary gastric cancer: towards the prediction of lymph node status.,2007,Annals of surgical oncology : the official journal of the Society of Surgical Oncology,14,3,,1058,1064,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-34250219303&partnerID=40&md5=08b763a2e01b5bdd37781cc8d4835b8a,,10689265,,,,17106627,Annals of surgical oncology : the official journal of the Society of Surgical Oncology,Article,Scopus
"Winn V.D., Haimov-Kochman R., Paquet A.C., Yang Y.J., Madhusudhan M.S., Gormley M., Feng K.-T.V., Bernlohr D.A., McDonagh S., Pereira L., Sali A., Fisher S.J.",Gene expression profiling of the human maternal-fetal interface reveals dramatic changes between midgestation and term,2007,Endocrinology,148,3,,1059,1079,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847039254&partnerID=40&md5=84b5b1d614e104cc65f6f1a746d60ce5,,137227,,ENDOA,10.1210/en.2006-0683,17170095,Endocrinology,Article,Scopus
"Zur Nieden N.I., Price F.D., Davis L.A., Everitt R.E., Rancourt D.E.",Gene profiling on mixed embryonic stem cell populations reveals a biphasic role for β-catenin in osteogenic differentiation,2007,Molecular Endocrinology,21,3,,674,685,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847233594&partnerID=40&md5=9283db00ae87cfe64f1d8ae0fd4fd842,,8888809,,MOENE,10.1210/me.2005-0438,17170073,Molecular Endocrinology,Article,Scopus
"Gerwick L., Corley-Smith G., Bayne C.J.",Gene transcript changes in individual rainbow trout livers following an inflammatory stimulus,2007,Fish and Shellfish Immunology,22,3,,157,171,,33,http://www.scopus.com/inward/record.url?eid=2-s2.0-37849185741&partnerID=40&md5=0a1daaef602cc1947d5e544561d149f2,,10504648,,FSIME,10.1016/j.fsi.2006.04.003,16762566,Fish and Shellfish Immunology,Article,Scopus
"Fu L.M., Shinnick T.M.",Genome-wide exploration of the drug action of capreomycin on Mycobacterium tuberculosis using Affymetrix oligonucleotide GeneChips,2007,Journal of Infection,54,3,,277,284,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-33846934758&partnerID=40&md5=b1aded9b16acfd1571d63afb3b39ccfd,,1634453,,JINFD,10.1016/j.jinf.2006.05.012,16822547,Journal of Infection,Article,Scopus
"Walia H., Wilson C., Zeng L., Ismail A.M., Condamine P., Close T.J.",Genome-wide transcriptional analysis of salinity stressed japonica and indica rice genotypes during panicle initiation stage,2007,Plant Molecular Biology,63,5,,609,623,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847305025&partnerID=40&md5=b6bf0798a53dac99d8883da5dbc73e46,,1674412,,PMBID,10.1007/s11103-006-9112-0,17160619,Plant Molecular Biology,Article,Scopus
"Wittchen F., Suckau L., Witt H., Skurk C., Lassner D., Fechner H., Sipo I., Ungethum U., Ruiz P., Pauschinger M., Tschope C., Rauch U., Kuhl U., Schultheiss H.P., Poller W.",Genomic expression profiling of human inflammatory cardiomyopathy (DCMi) suggests novel therapeutic targets.,2007,"Journal of molecular medicine (Berlin, Germany)",85,3,,257,271,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-38449119878&partnerID=40&md5=d783d2471dc8959b65c2f2f1ebe03ea0,,9462716,,,,17106732,"Journal of molecular medicine (Berlin, Germany)",Article,Scopus
"Luo T., Li F., Lei K., Xu X.","Genomic organization, promoter characterization and expression profiles of an antiviral gene PmAV from the shrimp Penaeus monodon",2007,Molecular Immunology,44,7,,1516,1523,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751381476&partnerID=40&md5=ddc8141f505c1fd53e3a624db093aaaf,,1615890,,IMCHA,10.1016/j.molimm.2006.09.015,17055581,Molecular Immunology,Article,Scopus
"Liu T., Laurell C., Selivanova G., Lundeberg J., Nilsson P., Wiman K.G.",Hypoxia induces p53-dependent transactivation and Fas/CD95-dependent apoptosis,2007,Cell Death and Differentiation,14,3,,411,421,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847077136&partnerID=40&md5=a996069d0f213610387dce1aa645acae,,13509047,,CDDIE,10.1038/sj.cdd.4402022,16917513,Cell Death and Differentiation,Article,Scopus
"Rodrigue S., Brodeur J., Jacques P.-E., Gervais A.L., Brzezinski R., Gaudreau L.",Identification of mycobacterial σ factor binding sites by chromatin immunoprecipitation assays,2007,Journal of Bacteriology,189,5,,1505,1513,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947415761&partnerID=40&md5=12c49c81971c8d95ddf53a051babe1e5,,219193,,JOBAA,10.1128/JB.01371-06,17158685,Journal of Bacteriology,Article,Scopus
