Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Publisher,ISSN,ISBN,CODEN,DOI,PubMed ID,Abbreviated Source Title,Document Type,Source
"Kusner L.L., Young A., Tjoe S., Leahy P., Kaminski H.J.","Perimysial fibroblasts of extraocular muscle, as unique as the muscle fibers.",2010,Investigative ophthalmology & visual science,51,1,,192,200,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-75749139034&partnerID=40&md5=d74c715a215cbb7aee54d475a63f7f99,,15525783,,,,19661226,Investigative ophthalmology & visual science,Article,Scopus
"Civelek M., Grant G.R., Irolla C.R., Shi C., Riley R.J., Chiesa O.A., Stoeckert Jr. C.J., Karanian J.W., Pritchard W.F., Davies P.F.",Prelesional arterial endothelial phenotypes in hypercholesterolemia: Universal ABCA1 upregulation contrasts with region-specific gene expression in vivo,2010,American Journal of Physiology - Heart and Circulatory Physiology,298,1,,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73549089464&partnerID=40&md5=88646bcf18c080cf21f361dd11e7ab64,,3636135,,AJPPD,10.1152/ajpheart.00652.2009,19897713,American Journal of Physiology - Heart and Circulatory Physiology,Article,Scopus
"Pfeffer B.A., DeWitt C.A., Salvador-Silva M., Cavet M.E., Lopez F.J., Ward K.W.",Reduced myocilin expression in cultured monkey trabecular meshwork cells induced by a selective glucocorticoid receptor agonist: comparison with steroids.,2010,Investigative ophthalmology & visual science,51,1,,437,446,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-75749108973&partnerID=40&md5=591d276e615cf14d5976cb61b3c94b61,,15525783,,,,19696178,Investigative ophthalmology & visual science,Article,Scopus
"Buie L.K., Rasmussen C.A., Porterfield E.C., Ramgolam V.S., Choi V.W., Markovic-Plese S., Samulski R.J., Kaufman P.L., Borras T.",Self-complementary AAV virus (scAAV) safe and long-term gene transfer in the trabecular meshwork of living rats and monkeys.,2010,Investigative ophthalmology & visual science,51,1,,236,248,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-75749107904&partnerID=40&md5=27507ace411e271f2d3bd1b6d70c3760,,15525783,,,,19684004,Investigative ophthalmology & visual science,Article,Scopus
"Kho A.T., Bhattacharya S., Tantisira K.G., Carey V.J., Gaedigk R., Leeder J.S., Kohane I.S., Weiss S.T., Mariani T.J.",Transcriptomic analysis of human lung development,2010,American Journal of Respiratory and Critical Care Medicine,181,1,,54,63,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73849149505&partnerID=40&md5=9dd9258ce6725524c445c8aa4541bc9b,,1073449X,,AJCME,10.1164/rccm.200907-1063OC,19815808,American Journal of Respiratory and Critical Care Medicine,Article,Scopus
"Galla G., Barcaccia G., Ramina A., Collani S., Alagna F., Baldoni L., Cultrera N.G.M., Martinelli F., Sebastiani L., Tonutti P.",Computational annotation of genes differentially expressed along olive fruit development,2009,BMC Plant Biology,9,,128,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-72449160784&partnerID=40&md5=97eadb2d3bfbe5ce99f82cb82b484456,,14712229,,,10.1186/1471-2229-9-128,19852839,BMC Plant Biology,Article,Scopus
"Schmidt A., Harada S.-I., Kimmel D.B., Bai C., Chen F., Rutledge S.J., Vogel R.L., Scafonas A., Gentile M.A., Nantermet P.V., McElwee-Witmer S., Pennypacker B., Masarachia P., Sahoo S.P., Kim Y., Meissner R.S., Hartman G.D., Duggan M.E., Rodan G.A., Towler D.W., Ray W.J.",Identification of anabolic selective androgen receptor modulators with reduced activities in reproductive tissues and sebaceous glands,2009,Journal of Biological Chemistry,284,52,,36367,36376,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73649124948&partnerID=40&md5=a281af3ff3102100762a3a9e32689da1,,219258,,JBCHA,10.1074/jbc.M109.049734,19846549,Journal of Biological Chemistry,Article,Scopus
"La P., Fernando A.P., Wang Z., Salahudeen A., Yang G., Lin Q., Wright C.J., Dennery P.A.",Zinc protoporphyrin regulates cyclin D1 expression independent of heme oxygenase inhibition,2009,Journal of Biological Chemistry,284,52,,36302,36311,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73649107613&partnerID=40&md5=f9aeb99b6d14a7ddbbea2cc665438db5,,219258,,JBCHA,10.1074/jbc.M109.031641,19850937,Journal of Biological Chemistry,Article,Scopus
"Ibberson D., Benes V., Muckenthaler M.U., Castoldi M.",RNA degradation compromises the reliability of microRNA expression profiling,2009,BMC Biotechnology,9,,102,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-74549168895&partnerID=40&md5=e59d45d8dd2677f2ec802cf7831ec330,,14726750,,BBMIE,10.1186/1472-6750-9-102,20025722,BMC Biotechnology,Article,Scopus
"Vanderwerf S.M., Svahn J., Olson S., Rathbun R.K., Harrington C., Yates J., Keeble W., Anderson D.C., Anur P., Pereira N.F., Pilonetto D.V., Pasquini R., Bagby G.C.",TLR8-dependent TNF-(alpha) overexpression in Fanconi anemia group C cells.,2009,Blood,114,26,,5290,5298,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73949118736&partnerID=40&md5=780e12e15311cf4b2dfab76df9a82f19,,15280020,,,,19850743,Blood,Article,Scopus
"Tian L., Zhou J., Casimiro M.C., Liang B., Ojeifo J.O., Wang M., Hyslop T., Wang C., Pestell R.G.",Activating peroxisome proliferator-activated receptor γ mutant promotes tumor growth in vivo by enhancing angiogenesis,2009,Cancer Research,69,24,,9236,9244,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73649101371&partnerID=40&md5=58592937845592d802d1c8927e77ad2e,,85472,,CNREA,10.1158/0008-5472.CAN-09-2067,19934321,Cancer Research,Article,Scopus
"Suva M.-L., Riggi N., Janiszewska M., Radovanovic I., Provero P., Stehle J.-C., Baumer K., Le Bitoux M.-A., Marino D., Cironi L., Marquez V.E., Clement V., Stamenkovic I.",EZH2 is essential for glioblastoma cancer stem cell maintenance,2009,Cancer Research,69,24,,9211,9218,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73649102464&partnerID=40&md5=2ffec0d7d8e1d0dc2eca8ecc1a06b5f3,,85472,,CNREA,10.1158/0008-5472.CAN-09-1622,19934320,Cancer Research,Article,Scopus
"Showe M.K., Vachani A., Kossenkov A.V., Yousef M., Nichols C., Nikonova E.V., Chang C., Kucharczuk J., Tran B., Wakeam E., Yie T.A., Speicher D., Rom W.N., Albelda S., Showe L.C.",Gene expression profiles in peripheral blood mononuclear cells can distinguish patients with non-small cell lung cancer from patients with nonmalignant lung disease,2009,Cancer Research,69,24,,9202,9210,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73649083403&partnerID=40&md5=37f3f54d92a7a1be9d04f124bef3dde3,,85472,,CNREA,10.1158/0008-5472.CAN-09-1378,19951989,Cancer Research,Article,Scopus
"Moran-Jones K., Grindlay J., Jones M., Smith R., Norman J.C.",hnRNP A2 regulates alternative mRNA splicing of TP53INP2 to control invasive cell migration,2009,Cancer Research,69,24,,9219,9227,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73649084109&partnerID=40&md5=4e52c89e8a382130a54b1639bf8a4e50,,85472,,CNREA,10.1158/0008-5472.CAN-09-1852,19934309,Cancer Research,Article,Scopus
"Bitoun E., Finelli M.J., Oliver P.L., Lee S., Davies D.K.E.",AF4 is a critical regulator of the IGF-1 signaling pathway during Purkinje cell development,2009,Journal of Neuroscience,29,49,,15366,15374,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-71849087390&partnerID=40&md5=2bfcb4a7c3d6476db8aa8fcbf1485660,,2706474,,JNRSD,10.1523/JNEUROSCI.5188-09.2009,20007461,Journal of Neuroscience,Article,Scopus
"Lundeberg J., Klevebring D., Gry M., Lindberg J., Eidefors A.",Automation of cDNA synthesis and labelling improves reproducibility,2009,Journal of Biomedicine and Biotechnology,2009,,396808,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-71149110282&partnerID=40&md5=b6d343d738b7d551a382e30fdaa7e81b,,11107243,,JBBOA,10.1155/2009/396808,19841682,Journal of Biomedicine and Biotechnology,Article,Scopus
"Croner R.S., Lausen B., Schellerer V., Zeittraeger I., Wein A., Schildberg C., Papadopoulos T., Dimmler A., Hahn E.G., Hohenberger W., Brueckl W.M.",Comparability of Microarray data between amplified and non amplified RNA in colorectal carcinoma,2009,Journal of Biomedicine and Biotechnology,2009,,837170,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-71149119135&partnerID=40&md5=9500fe901ac6a45bddc20df55388fe55,,11107243,,JBBOA,10.1155/2009/837170,19826639,Journal of Biomedicine and Biotechnology,Article,Scopus
"Bruland O., Fluge T., Akslen L.A., Eiken H.G., Lillehaug J.R., Varhaug J.E., Knappskog P.M.",Inverse correlation between PDGFC expression and lymphocyte infiltration in human papillary thyroid carcinomas,2009,BMC Cancer,9,,425,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73249130836&partnerID=40&md5=4b5656a4d48147b137c518f587788d06,,14712407,,BCMAC,10.1186/1471-2407-9-425,19968886,BMC Cancer,Article,Scopus
"Spensley M., Kim J.-Y., Picot E., Reid J., Ott S., Helliwell C., Carre I.A.",Evolutionary conserved regulatory motifs in the promoter of the arabidopsis clock gene late elongated hypocotyl,2009,Plant Cell,21,9,,2606,2623,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-70849110155&partnerID=40&md5=fffcefd40b7c58b064b90a8e69815099,,10404651,,PLCEE,10.1105/tpc.109.069898,19789276,Plant Cell,Article,Scopus
"Frizzell K.M., Gamble M.J., Berrocal J.G., Zhang T., Krishnakumar R., Cen Y., Sauve A.A., Kraus W.L.",Global analysis of transcriptional regulation by poly(ADP-ribose) polymerase-1 and poly(ADP-ribose) glycohydrolase in MCF-7 human breast cancer cells,2009,Journal of Biological Chemistry,284,49,,33926,33938,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-71749119589&partnerID=40&md5=47d7c22e57d6c14817b2cf4b9acbb03a,,219258,,JBCHA,10.1074/jbc.M109.023879,19812418,Journal of Biological Chemistry,Article,Scopus
"Das B., Heimeier R.A., Buchholz D.R., Shi Y.-B.",Identification of direct thyroid hormone response genes reveals the earliest gene regulation programs during frog metamorphosis,2009,Journal of Biological Chemistry,284,49,,34167,34178,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-71749111543&partnerID=40&md5=8df300dd8477d3dd5b25de2213ad3887,,219258,,JBCHA,10.1074/jbc.M109.066084,19801647,Journal of Biological Chemistry,Article,Scopus
"Small C.M., Carney G.E., Mo Q., Vannucci M., Jones A.G.",A microarray analysis of sex- and gonad-biased gene expression in the zebrafish: Evidence for masculinization of the transcriptome,2009,BMC Genomics,10,,579,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73449100132&partnerID=40&md5=8a9c43e7216a34b98d0bb61890d10b99,,14712164,,BGMEE,10.1186/1471-2164-10-579,19958554,BMC Genomics,Article,Scopus
"Asmann Y.W., Klee E.W., Thompson E.A., Perez E.A., Middha S., Oberg A.L., Therneau T.M., Smith D.I., Poland G.A., Wieben E.D., Kocher J.P.",3' tag digital gene expression profiling of human brain and universal reference RNA using Illumina Genome Analyzer.,2009,BMC genomics,10,,,531,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-74049148179&partnerID=40&md5=b6031294e8a3ecf96bebba9b58ef319b,,14712164,,,,19917133,BMC genomics,Article,Scopus
"Chuang C.-L., Chen C.-M., Wong W.-S., Tsai K.-N., Chan E.-C., Jiang J.-A.",A robust correlation estimator and nonlinear recurrent model to infer genetic interactions in Saccharomyces cerevisiae and pathways of pulmonary disease in Homo sapiens,2009,BioSystems,98,3,,160,175,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-71749090790&partnerID=40&md5=04b6ead3db091eadc48ef6af02d9d852,,3032647,,BSYMB,10.1016/j.biosystems.2009.05.013,19527770,BioSystems,Article,Scopus
"Moulos P., Papadodima O., Chatziioannou A., Loutrari H., Roussos C., Kolisis F.N.",A transcriptomic computational analysis of mastic oil-treated Lewis lung carcinomas reveals molecular mechanisms targeting tumor cell growth and survival,2009,BMC Medical Genomics,2,,68,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-75149115034&partnerID=40&md5=873380781f66dabb2bd9078534292290,,17558794,,,10.1186/1755-8794-2-68,20003503,BMC Medical Genomics,Article,Scopus
"Bissels U., Wild S., Tomiuk S., Holste A., Hafner M., Tuschl T., Bosio A.",Absolute quantification of microRNAs by using a universal reference,2009,RNA,15,12,,2375,2384,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73249118950&partnerID=40&md5=96c87c7d7702b47af7aa7c6ae2bc940e,,13558382,,RNARF,10.1261/rna.1754109,19861428,RNA,Article,Scopus
"Covert J., Mathison A.J., Eskra L., Banai M., Splitter G.","Brucella melitensis, B. neotomae and B. ovis elicit common and distinctive macrophage defense transcriptional responses",2009,Experimental Biology and Medicine,234,12,,1450,1467,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-72449175964&partnerID=40&md5=0f76ed4c92d02eabc55414c279809a2b,,15353702,,EBMMB,10.3181/0904-RM-124,19934366,Experimental Biology and Medicine,Article,Scopus
"Dehne T., Karlsson C., Ringe J., Sittinger M., Lindahl A.",Chondrogenic differentiation potential of osteoarthritic chondrocytes and their possible use in matrix-associated autologous chondrocyte transplantation.,2009,Arthritis research & therapy,11,5,,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-75649112674&partnerID=40&md5=7ad314965c4e257646f26a6c7e5d72b7,,14786362,,,,19723327,Arthritis research & therapy,Article,Scopus
"Imielinski M., Baldassano R.N., Griffiths A., Russell R.K., Annese V., Dubinsky M., Kugathasan S., Bradfield J.P., Walters T.D., Sleiman P., Kim C.E., Muise A., Wang K., Glessner J.T., Saeed S., Zhang H., Frackelton E.C., Hou C., Flory J.H., Otieno G., Chiavacci R.M., Grundmeier R., Castro M., Latiano A., Dallapiccola B., Stempak J., Abrams D.J., Taylor K., McGovern D., Heyman M.B., Ferry G.D., Kirschner B., Lee J., Essers J., Grand R., Stephens M., Levine A., Piccoli D., Van Limbergen J., Cucchiara S., Monos D.S., Guthery S.L., Denson L., Wilson D.C., Grant S.F.A., Daly M., Silverberg M.S., Satsangi J., Hakonarson H.",Common variants at five new loci associated with early-onset inflammatory bowel disease,2009,Nature Genetics,41,12,,1335,1340,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-70649113728&partnerID=40&md5=9f24021e81fa57d0ce811c038c044a2c,,10614036,,NGENE,10.1038/ng.489,19915574,Nature Genetics,Article,Scopus
"Jiang S., Wang Z., Riethoven J.-J., Xia Y., Miner J., Fromm M.",Conjugated linoleic acid activates AMP-activated protein kinase and reduces adiposity more effectively when used with metformin in mice,2009,Journal of Nutrition,139,12,,2244,2251,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-72249102150&partnerID=40&md5=3d0cbe11bb99040009428e95c91bcd76,,223166,,JONUA,10.3945/jn.109.112417,19828681,Journal of Nutrition,Article,Scopus
"Saravanan C., Cao Z., Head S.R., Panjwani N.",Detection of differentially expressed wound-healing-related glycogenes in galectin-3-deficient mice.,2009,Investigative ophthalmology & visual science,50,12,,5690,5696,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73349131424&partnerID=40&md5=cc6003fdb30b22a9c46aa3147600baa5,,15525783,,,,19643959,Investigative ophthalmology & visual science,Article,Scopus
"Mitchell C.J., Nelson A.E., Cowley M.J., Kaplan W., Stone G., Sutton S.K., Lau A., Lee C.M.Y., Ho K.K.Y.",Detection of growth hormone doping by gene expression profiling of peripheral blood,2009,Journal of Clinical Endocrinology and Metabolism,94,12,,4703,4709,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73249118316&partnerID=40&md5=5dc09025db0b6b1e9190cc8e7b6a4f1f,,0021972X,,JCEMA,10.1210/jc.2009-1038,19875482,Journal of Clinical Endocrinology and Metabolism,Article,Scopus
"Ochs M.F., Rink L., Tarn C., Mburu S., Taguchi T., Eisenberg B., Godwin A.K.",Detection of treatment-induced changes in signaling pathways in gastrointestinal stromal tumors using transcriptomic data,2009,Cancer Research,69,23,,9125,9132,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-71549130141&partnerID=40&md5=d27bd00e56c504ce1af4599e5720fd89,,85472,,CNREA,10.1158/0008-5472.CAN-09-1709,19903850,Cancer Research,Article,Scopus
"Winder A.A., Wohlford-Lenane C., Scheetz T.E., Nardy B.N., Manzel L.J., Look D.C., McCray Jr. P.B.",Differential effects of cytokines and corticosteroids on toll-like receptor 2 expression and activity in human airway epithelia.,2009,Respiratory research,10,,,96,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73949099857&partnerID=40&md5=0da2c433a0f2166d5e8f878549544b03,,1465993X,,,,19835594,Respiratory research,Article,Scopus
"Akinci M.A., Turner H., Taveras M., Wolosin J.M.","Differential gene expression in the pig limbal side population: implications for stem cell cycling, replication, and survival.",2009,Investigative ophthalmology & visual science,50,12,,5630,5638,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73349141720&partnerID=40&md5=ae2ab64c5a8f51b8be61579857fe167c,,15525783,,,,19608544,Investigative ophthalmology & visual science,Article,Scopus
"Vega-Avelaira D., Geranton S.M., Fitzgerald M.",Differential regulation of immune responses and macrophage/neuron interactions in the dorsal root ganglion in young and adult rats following nerve injury.,2009,Molecular pain,5,,,70,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-75549091563&partnerID=40&md5=701d9dd2f8ddeb5cd3fe3bb4a41a3f17,,17448069,,,,20003309,Molecular pain,Article,Scopus
"Mathijs K., Brauers K.J., Jennen D.G., Boorsma A., van Herwijnen M.H., Gottschalk R.W., Kleinjans J.C., van Delft J.H.",Discrimination for genotoxic and nongenotoxic carcinogens by gene expression profiling in primary mouse hepatocytes improves with exposure time.,2009,Toxicological sciences : an official journal of the Society of Toxicology,112,2,,374,384,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-74949142247&partnerID=40&md5=ad8b2814cbe64b851e0d69ef73ca8415,,10960929,,,,19770486,Toxicological sciences : an official journal of the Society of Toxicology,Article,Scopus
"Carolan B.J., Harvey B.G., Hackett N.R., O'Connor T.P., Cassano P.A., Crystal R.G.",Disparate oxidant gene expression of airway epithelium compared to alveolar macrophages in smokers.,2009,Respiratory research,10,,,111,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73949085683&partnerID=40&md5=824315c2faeb35be44ce6052df62416b,,1465993X,,,,19919714,Respiratory research,Article,Scopus
"Labonte M.J., Wilson P.M., Fazzone W., Groshen S., Lenz H.-J., Ladner R.D.",DNA microarray profiling of genes differentially regulated by the histone deacetylase inhibitors vorinostat and LBH589 in colon cancer cell lines,2009,BMC Medical Genomics,2,,67,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-74349116248&partnerID=40&md5=a3b7b8d5f51288b4594a5c7531e2ce7f,,17558794,,,10.1186/1755-8794-2-67,19948057,BMC Medical Genomics,Article,Scopus
"Skinner S.J.M., Geaney M.S., Lin H., Muzina M., Anal A.K., Elliott R.B., Tan P.L.J.",Encapsulated living choroid plexus cells: Potential long-term treatments for central nervous system disease and trauma,2009,Journal of Neural Engineering,6,6,65001,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-72849151467&partnerID=40&md5=d6f930abcc8f87c9a75a8dc6d0e1cd8f,,17412560,,,10.1088/1741-2560/6/6/065001,19850973,Journal of Neural Engineering,Article,Scopus
"Go Y.M., Craige S.E., Orr M., Gernert K.M., Jones D.P.",Gene and protein responses of human monocytes to extracellular cysteine redox potential.,2009,Toxicological sciences : an official journal of the Society of Toxicology,112,2,,354,362,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-74949087000&partnerID=40&md5=88e2ac04ecd70e674963fbe5e7223700,,10960929,,,,19748993,Toxicological sciences : an official journal of the Society of Toxicology,Article,Scopus
"Williams C., Helguero L., Edvardsson K., Haldosen L.A., Gustafsson J.A.",Gene expression in murine mammary epithelial stem cell-like cells shows similarities to human breast cancer gene expression.,2009,Breast cancer research : BCR,11,3,,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-70350246891&partnerID=40&md5=2af8eb37d1e762c1ca4fbad2cf799754,,1465542X,,,,19426500,Breast cancer research : BCR,Article,Scopus
"Furusawa Y., Tabuchi Y., Takasaki I., Wada S., Ohtsuka K., Kondo T.",Gene networks involved in apoptosis induced by hyperthermia in human lymphoma U937 cells,2009,Cell Biology International,33,12,,1253,1262,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-71549152246&partnerID=40&md5=8bc2a2605f177769dfcc5a26232bd94c,,10656995,,CBIIE,10.1016/j.cellbi.2009.08.009,19732844,Cell Biology International,Article,Scopus
"Paxson J.A., Parkin C.D., Iyer L.K., Mazan M.R., Ingenito E.P., Hoffman A.M.",Global gene expression patterns in the post-pneumonectomy lung of adult mice.,2009,Respiratory research,10,,,92,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-73949104714&partnerID=40&md5=1f08c688e632ff2f6704e08e07d3fecf,,1465993X,,,,19804646,Respiratory research,Article,Scopus
"Bosinger S.E., Li Q., Gordon S.N., Klatt N.R., Duan L., Xu L., Francella N., Sidahmed A., Smith A.J., Cramer E.M., Zeng M., Masopust D., Carlis J.V., Ran L., Vanderford T.H., Paiardini M., Isett R.B., Baldwin D.A., Else J.G., Staprans S.I., Silvestri G., Haase A.T., Kelvin D.J.",Global genomic analysis reveals rapid control of a robust innate response in SIV-infected sooty mangabeys,2009,Journal of Clinical Investigation,119,12,,3556,3572,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-72849132344&partnerID=40&md5=5ff17025aa30a1617910952003d29b97,,219738,,JCINA,10.1172/JCI40115,19959874,Journal of Clinical Investigation,Article,Scopus
